source_family,project_id,construction_year,allow_far,allow_dupac,location_resolved,construction_date,boundary_year,era,ward,neighbor_ward,ward_pair,distance_to_boundary_ft,within_1500ft,within_500ft
residential,residential_20103010730000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,3,20,3_20,1797.2484393255293,FALSE,FALSE
residential,residential_20103010790000,2022,TRUE,TRUE,TRUE,2022-06-15,2015,2015_2023,3,20,3_20,2046.0196002574985,FALSE,FALSE
residential,residential_20103010800000,2022,TRUE,TRUE,TRUE,2022-06-15,2015,2015_2023,3,20,3_20,2021.0310724718138,FALSE,FALSE
residential,residential_20103010810000,2022,TRUE,TRUE,TRUE,2022-06-15,2015,2015_2023,3,20,3_20,1996.0421534692348,FALSE,FALSE
residential,residential_20103060720000,2010,TRUE,TRUE,TRUE,2010-06-15,2003,2003_2014,3,4,3_4,55.13715686642123,TRUE,TRUE
residential,residential_20103060730000,2010,TRUE,TRUE,TRUE,2010-06-15,2003,2003_2014,3,4,3_4,84.30018640199903,TRUE,TRUE
residential,residential_20103060740000,2010,TRUE,TRUE,TRUE,2010-06-15,2003,2003_2014,3,4,3_4,103.43981870152176,TRUE,TRUE
residential,residential_20103060750000,2011,TRUE,TRUE,TRUE,2011-06-15,2003,2003_2014,3,4,3_4,122.51442620000667,TRUE,TRUE
residential,residential_20103060760000,2010,TRUE,TRUE,TRUE,2010-06-15,2003,2003_2014,3,4,3_4,141.63903695375848,TRUE,TRUE
residential,residential_20103060770000,2010,TRUE,TRUE,TRUE,2010-06-15,2003,2003_2014,3,4,3_4,160.88362864644407,TRUE,TRUE
residential,residential_20103060780000,2010,TRUE,TRUE,TRUE,2010-06-15,2003,2003_2014,3,4,3_4,180.09816702518572,TRUE,TRUE
residential,residential_20103060790000,2010,TRUE,TRUE,TRUE,2010-06-15,2003,2003_2014,3,4,3_4,201.36948209277259,TRUE,TRUE
residential,residential_20103090520000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,3,20,3_20,617.9037584748869,TRUE,FALSE
residential,residential_20103100230000,2019,TRUE,TRUE,TRUE,2019-06-15,2015,2015_2023,3,20,3_20,571.4009642409662,TRUE,FALSE
residential,residential_20103130180000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,3,4,3_4,318.61059554386776,TRUE,TRUE
residential,residential_20103130190000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,3,4,3_4,318.6122428048385,TRUE,TRUE
residential,residential_20111000520000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,4,3,3_4,1690.918542929909,FALSE,FALSE
residential,residential_20111000530000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,4,3,3_4,1711.9433656503027,FALSE,FALSE
residential,residential_20111000540000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,4,3,3_4,1733.398319626245,FALSE,FALSE
residential,residential_20111000550000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,4,3,3_4,1754.878029018809,FALSE,FALSE
residential,residential_20111000560000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,4,3,3_4,1776.3628415018597,FALSE,FALSE
residential,residential_20111000570000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,4,3,3_4,1797.8478163282573,FALSE,FALSE
residential,residential_20111000580000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,4,3,3_4,1817.2903030706248,FALSE,FALSE
residential,residential_20111000590000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,4,3,3_4,1836.7403190576888,FALSE,FALSE
residential,residential_20111000600000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,4,3,3_4,1871.4320310115263,FALSE,FALSE
residential,residential_20111010400000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,4,3,3_4,2056.6936701838763,FALSE,FALSE
residential,residential_20111010410000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,4,3,3_4,2071.0570036223967,FALSE,FALSE
residential,residential_20111090200000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,4,5,4_5,1521.996114618801,FALSE,FALSE
residential,residential_20111090210000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,4,5,4_5,1518.112152642504,FALSE,FALSE
residential,residential_20111090220000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,4,5,4_5,1518.1930849651644,FALSE,FALSE
residential,residential_20111090230000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,4,5,4_5,1518.3123114797577,FALSE,FALSE
residential,residential_20111090240000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,4,5,4_5,1518.525294746435,FALSE,FALSE
residential,residential_20111090270000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,4,5,4_5,1685.1748938111314,FALSE,FALSE
residential,residential_20111090290000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,4,5,4_5,1689.0023534177456,FALSE,FALSE
residential,residential_20111090310000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,4,5,4_5,1689.219679657878,FALSE,FALSE
residential,residential_20111090330000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,4,5,4_5,1689.4183003537628,FALSE,FALSE
residential,residential_20111090350000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,4,5,4_5,1689.4934198877563,FALSE,FALSE
residential,residential_20112050420000,2019,TRUE,TRUE,TRUE,2019-06-15,2015,2015_2023,4,5,4_5,892.4496937648101,TRUE,FALSE
residential,residential_20112050430000,2019,TRUE,TRUE,TRUE,2019-06-15,2015,2015_2023,4,5,4_5,892.4496937648101,TRUE,FALSE
residential,residential_20112050440000,2019,TRUE,TRUE,TRUE,2019-06-15,2015,2015_2023,4,5,4_5,892.4496937648101,TRUE,FALSE
residential,residential_20112050450000,2019,TRUE,TRUE,TRUE,2019-06-15,2015,2015_2023,4,5,4_5,892.4496937648101,TRUE,FALSE
residential,residential_20112050460000,2019,TRUE,TRUE,TRUE,2019-06-15,2015,2015_2023,4,5,4_5,892.4496937648101,TRUE,FALSE
residential,residential_20112050470000,2019,TRUE,TRUE,TRUE,2019-06-15,2015,2015_2023,4,5,4_5,892.4496937648101,TRUE,FALSE
residential,residential_20112050480000,2019,TRUE,TRUE,TRUE,2019-06-15,2015,2015_2023,4,5,4_5,892.4496937648101,TRUE,FALSE
residential,residential_20112050490000,2019,TRUE,TRUE,TRUE,2019-06-15,2015,2015_2023,4,5,4_5,892.4496937648101,TRUE,FALSE
residential,residential_20112050500000,2019,TRUE,TRUE,TRUE,2019-06-15,2015,2015_2023,4,5,4_5,892.4496937648101,TRUE,FALSE
residential,residential_20112050510000,2019,TRUE,TRUE,TRUE,2019-06-15,2015,2015_2023,4,5,4_5,892.4496937648101,TRUE,FALSE
residential,residential_20112050520000,2019,TRUE,TRUE,TRUE,2019-06-15,2015,2015_2023,4,5,4_5,892.4496937648101,TRUE,FALSE
residential,residential_20112050530000,2019,TRUE,TRUE,TRUE,2019-06-15,2015,2015_2023,4,5,4_5,892.4496937648101,TRUE,FALSE
residential,residential_20112050540000,2019,TRUE,TRUE,TRUE,2019-06-15,2015,2015_2023,4,5,4_5,892.4496937648101,TRUE,FALSE
residential,residential_20112070280000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,4,5,4_5,2025.5732631010187,FALSE,FALSE
residential,residential_20112121440000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,4,5,4_5,2115.4863447336743,FALSE,FALSE
residential,residential_20113140040000,2018,TRUE,TRUE,TRUE,2018-06-15,2015,2015_2023,5,4,4_5,416.65217395573757,TRUE,TRUE
residential,residential_20113270080000,2011,TRUE,TRUE,TRUE,2011-06-15,2003,2003_2014,5,4,4_5,304.08087001223356,TRUE,TRUE
residential,residential_20113270090000,2011,TRUE,TRUE,TRUE,2011-06-15,2003,2003_2014,5,4,4_5,322.81244018385695,TRUE,TRUE
residential,residential_20113270100000,2019,TRUE,TRUE,TRUE,2019-06-15,2015,2015_2023,5,4,4_5,748.7607238537807,TRUE,FALSE
residential,residential_20113310270000,2015,TRUE,TRUE,TRUE,2015-06-15,2015,2015_2023,5,4,4_5,556.7827412061305,TRUE,FALSE
residential,residential_20114160110000,2021,TRUE,TRUE,TRUE,2021-06-15,2015,2015_2023,5,4,4_5,202.25643392890902,TRUE,TRUE
residential,residential_20114230320000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,4,5,4_5,425.6546969471446,TRUE,TRUE
residential,residential_20114230620000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,4,5,4_5,389.026200044735,TRUE,TRUE
residential,residential_20142000110000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,5,4,4_5,511.36930245569687,TRUE,FALSE
residential,residential_20142220330000,2018,TRUE,TRUE,TRUE,2018-06-15,2015,2015_2023,5,20,5_20,899.1235001283409,TRUE,FALSE
residential,residential_20143090240000,2019,TRUE,TRUE,TRUE,2019-06-15,2015,2015_2023,20,5,5_20,759.1067949709457,TRUE,FALSE
residential,residential_20143090250000,2019,TRUE,TRUE,TRUE,2019-06-15,2015,2015_2023,20,5,5_20,784.1102447413357,TRUE,FALSE
residential,residential_20143090260000,2019,TRUE,TRUE,TRUE,2019-06-15,2015,2015_2023,20,5,5_20,809.110284662947,TRUE,FALSE
residential,residential_20143090270000,2019,TRUE,TRUE,TRUE,2019-06-15,2015,2015_2023,20,5,5_20,834.1136137162492,TRUE,FALSE
residential,residential_20143100860000,2021,TRUE,TRUE,TRUE,2021-06-15,2015,2015_2023,20,5,5_20,906.1059330864549,TRUE,FALSE
residential,residential_20143100870000,2019,TRUE,TRUE,TRUE,2019-06-15,2015,2015_2023,20,5,5_20,931.1040360101802,TRUE,FALSE
residential,residential_20143100880000,2017,TRUE,TRUE,TRUE,2017-06-15,2015,2015_2023,20,5,5_20,1081.0298797100638,TRUE,FALSE
residential,residential_20143100890000,2017,TRUE,TRUE,TRUE,2017-06-15,2015,2015_2023,20,5,5_20,1056.0309836644578,TRUE,FALSE
residential,residential_20143110050000,2018,TRUE,TRUE,TRUE,2018-06-15,2015,2015_2023,20,5,5_20,858.9997324918704,TRUE,FALSE
residential,residential_20143110290000,2020,TRUE,TRUE,TRUE,2020-06-15,2015,2015_2023,20,5,5_20,1084.0904848062657,TRUE,FALSE
residential,residential_20143110300000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,20,5,5_20,1115.3257989795693,TRUE,FALSE
residential,residential_20143110310000,2017,TRUE,TRUE,TRUE,2017-06-15,2015,2015_2023,20,5,5_20,1152.8229174122787,TRUE,FALSE
residential,residential_20143120350000,2008,TRUE,TRUE,TRUE,2008-06-15,2003,2003_2014,20,5,5_20,769.1773609266154,TRUE,FALSE
residential,residential_20143140370000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,20,5,5_20,1383.789163039323,TRUE,FALSE
residential,residential_20143140380000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,20,5,5_20,1435.7943939195432,TRUE,FALSE
residential,residential_20143140390000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,20,5,5_20,1417.2245109889836,TRUE,FALSE
residential,residential_20143140400000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,20,5,5_20,1411.9891250959492,TRUE,FALSE
residential,residential_20143140410000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,20,5,5_20,1411.9961984341073,TRUE,FALSE
residential,residential_20143140420000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,20,5,5_20,1412.0035323689467,TRUE,FALSE
residential,residential_20143140430000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,20,5,5_20,1411.96624151841,TRUE,FALSE
residential,residential_20143140440000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,20,5,5_20,1426.6284556441417,TRUE,FALSE
residential,residential_20143140450000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,20,5,5_20,1428.100776548767,TRUE,FALSE
residential,residential_20143140460000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,20,5,5_20,1375.788166688252,TRUE,FALSE
residential,residential_20143160360000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,20,5,5_20,1490.2946059380197,TRUE,FALSE
residential,residential_20143160370000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,20,5,5_20,1490.4210933824272,TRUE,FALSE
residential,residential_20143160390000,2021,TRUE,TRUE,TRUE,2021-06-15,2015,2015_2023,20,5,5_20,1446.6307532337835,TRUE,FALSE
residential,residential_20143160400000,2021,TRUE,TRUE,TRUE,2021-06-15,2015,2015_2023,20,5,5_20,1464.7802621831859,TRUE,FALSE
residential,residential_20143160410000,2021,TRUE,TRUE,TRUE,2021-06-15,2015,2015_2023,20,5,5_20,1482.9298800235683,TRUE,FALSE
residential,residential_20143160420000,2021,TRUE,TRUE,TRUE,2021-06-15,2015,2015_2023,20,5,5_20,1511.3843026001393,FALSE,FALSE
residential,residential_20143160430000,2021,TRUE,TRUE,TRUE,2021-06-15,2015,2015_2023,20,5,5_20,1529.2838742437493,FALSE,FALSE
residential,residential_20143160440000,2021,TRUE,TRUE,TRUE,2021-06-15,2015,2015_2023,20,5,5_20,1547.1833772857285,FALSE,FALSE
residential,residential_20143160450000,2021,TRUE,TRUE,TRUE,2021-06-15,2015,2015_2023,20,5,5_20,1565.0830620896002,FALSE,FALSE
residential,residential_20143160590000,2022,TRUE,TRUE,TRUE,2022-06-15,2015,2015_2023,20,5,5_20,1606.7480865633613,FALSE,FALSE
residential,residential_20143160600000,2022,TRUE,TRUE,TRUE,2022-06-15,2015,2015_2023,20,5,5_20,1606.7623915826714,FALSE,FALSE
residential,residential_20143160610000,2022,TRUE,TRUE,TRUE,2022-06-15,2015,2015_2023,20,5,5_20,1606.7766840611666,FALSE,FALSE
residential,residential_20143160630000,2022,TRUE,TRUE,TRUE,2022-06-15,2015,2015_2023,20,5,5_20,1606.8068852741326,FALSE,FALSE
residential,residential_20143170340000,2022,TRUE,TRUE,TRUE,2022-06-15,2015,2015_2023,20,5,5_20,1586.4967140481385,FALSE,FALSE
residential,residential_20143170350000,2022,TRUE,TRUE,TRUE,2022-06-15,2015,2015_2023,20,5,5_20,1611.2623281669307,FALSE,FALSE
residential,residential_20143170360000,2022,TRUE,TRUE,TRUE,2022-06-15,2015,2015_2023,20,5,5_20,1636.0342283036007,FALSE,FALSE
residential,residential_20143170370000,2022,TRUE,TRUE,TRUE,2022-06-15,2015,2015_2023,20,5,5_20,1654.8095607787168,FALSE,FALSE
residential,residential_20143170380000,2022,TRUE,TRUE,TRUE,2022-06-15,2015,2015_2023,20,5,5_20,1630.0262919505433,FALSE,FALSE
residential,residential_20144070390000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,20,5,5_20,982.091074432416,TRUE,FALSE
residential,residential_20144070400000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,20,5,5_20,1007.0739727732953,TRUE,FALSE
residential,residential_20144080250000,2014,TRUE,TRUE,TRUE,2014-06-15,2003,2003_2014,20,5,5_20,1016.0875520948191,TRUE,FALSE
residential,residential_20144090180000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,20,5,5_20,599.9399970775136,TRUE,FALSE
residential,residential_20144120060000,2019,TRUE,TRUE,TRUE,2019-06-15,2015,2015_2023,20,5,5_20,1581.2005627502597,FALSE,FALSE
residential,residential_20144120070000,2018,TRUE,TRUE,TRUE,2018-06-15,2015,2015_2023,20,5,5_20,1606.0315033107124,FALSE,FALSE
residential,residential_20144120110000,2019,TRUE,TRUE,TRUE,2019-06-15,2015,2015_2023,20,5,5_20,1649.1054201232425,FALSE,FALSE
residential,residential_20144120140000,2021,TRUE,TRUE,TRUE,2021-06-15,2015,2015_2023,20,5,5_20,1414.062399490359,TRUE,FALSE
residential,residential_20144120260000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,20,5,5_20,1485.4295627075574,TRUE,FALSE
residential,residential_20144120420000,2019,TRUE,TRUE,TRUE,2019-06-15,2015,2015_2023,20,5,5_20,1469.8786472982456,TRUE,FALSE
residential,residential_20144120430000,2019,TRUE,TRUE,TRUE,2019-06-15,2015,2015_2023,20,5,5_20,1476.8135145595388,TRUE,FALSE
residential,residential_20151080190000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,20,3,3_20,570.0037564003641,TRUE,FALSE
residential,residential_20151080390000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,20,3,3_20,569.9981980877594,TRUE,FALSE
residential,residential_20151100330000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,20,3,3_20,823.0280600294767,TRUE,FALSE
residential,residential_20151100340000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,20,3,3_20,798.0399752799158,TRUE,FALSE
residential,residential_20151200080000,2008,TRUE,TRUE,TRUE,2008-06-15,2003,2003_2014,20,3,3_20,830.2818392542806,TRUE,FALSE
residential,residential_20153030030000,2008,TRUE,TRUE,TRUE,2008-06-15,2003,2003_2014,20,3,3_20,1772.350873474095,FALSE,FALSE
residential,residential_20153030040000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,20,3,3_20,1792.0488889298363,FALSE,FALSE
residential,residential_20153060450000,2021,TRUE,TRUE,TRUE,2021-06-15,2015,2015_2023,20,3,3_20,2161.980362521573,FALSE,FALSE
residential,residential_20154040390000,2019,TRUE,TRUE,TRUE,2019-06-15,2015,2015_2023,20,5,5_20,1581.1238499431586,FALSE,FALSE
residential,residential_20154040400000,2019,TRUE,TRUE,TRUE,2019-06-15,2015,2015_2023,20,5,5_20,1609.0834640481705,FALSE,FALSE
residential,residential_20154050070000,2022,TRUE,TRUE,TRUE,2022-06-15,2015,2015_2023,20,5,5_20,1070.1897052145998,TRUE,FALSE
residential,residential_20154110390000,2021,TRUE,TRUE,TRUE,2021-06-15,2015,2015_2023,20,5,5_20,1928.3734577653856,FALSE,FALSE
residential,residential_20154110400000,2021,TRUE,TRUE,TRUE,2021-06-15,2015,2015_2023,20,5,5_20,1908.4939197129984,FALSE,FALSE
residential,residential_20154120090000,2022,TRUE,TRUE,TRUE,2022-06-15,2015,2015_2023,20,5,5_20,1612.3302000036163,FALSE,FALSE
residential,residential_20154130220000,2018,TRUE,TRUE,TRUE,2018-06-15,2015,2015_2023,20,5,5_20,1172.8276966940325,TRUE,FALSE
residential,residential_20154200030000,2022,TRUE,TRUE,TRUE,2022-06-15,2015,2015_2023,20,5,5_20,1933.3374575667222,FALSE,FALSE
residential,residential_20161010100000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,3,20,3_20,265.5987678764881,TRUE,TRUE
residential,residential_20161010110000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,3,20,3_20,240.59926674840634,TRUE,TRUE
residential,residential_20161020580000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,3,20,3_20,276.7075849902175,TRUE,TRUE
residential,residential_20161020610000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,3,20,3_20,246.64501674068754,TRUE,TRUE
residential,residential_20162050380000,2008,TRUE,TRUE,TRUE,2008-06-15,2003,2003_2014,3,20,3_20,651.3685625923999,TRUE,FALSE
residential,residential_20162050440000,2008,TRUE,TRUE,TRUE,2008-06-15,2003,2003_2014,3,20,3_20,659.1954877208462,TRUE,FALSE
residential,residential_20162060080000,2008,TRUE,TRUE,TRUE,2008-06-15,2003,2003_2014,3,20,3_20,343.3735791056265,TRUE,TRUE
residential,residential_20162060700000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,3,20,3_20,379.94155091412296,TRUE,TRUE
residential,residential_20162060750000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,3,20,3_20,379.80013800401287,TRUE,TRUE
residential,residential_20162200060000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,20,3,3_20,147.51408789902004,TRUE,TRUE
residential,residential_20162200320000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,20,3,3_20,197.44869874848033,TRUE,TRUE
residential,residential_20163000860000,2021,TRUE,TRUE,TRUE,2021-06-15,2015,2015_2023,20,16,16_20,134.09319764288117,TRUE,TRUE
residential,residential_20163210820000,2008,TRUE,TRUE,TRUE,2008-06-15,2003,2003_2014,16,20,16_20,343.0202912838737,TRUE,TRUE
residential,residential_20163210830000,2008,TRUE,TRUE,TRUE,2008-06-15,2003,2003_2014,16,20,16_20,318.02349095809086,TRUE,TRUE
residential,residential_20164070350000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,20,3,3_20,1541.089922927299,FALSE,FALSE
residential,residential_20164070360000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,20,3,3_20,1560.291511875594,FALSE,FALSE
residential,residential_20164110420000,2011,TRUE,TRUE,TRUE,2011-06-15,2003,2003_2014,20,3,3_20,2326.571471904855,FALSE,FALSE
residential,residential_20171020030000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,16,15,15_16,753.7210126625821,TRUE,FALSE
residential,residential_20171070360000,2008,TRUE,TRUE,TRUE,2008-06-15,2003,2003_2014,16,20,16_20,1515.368011051974,FALSE,FALSE
residential,residential_20171070370000,2008,TRUE,TRUE,TRUE,2008-06-15,2003,2003_2014,16,20,16_20,1540.3154458413069,FALSE,FALSE
residential,residential_20171080430000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,16,15,15_16,239.4495303849122,TRUE,TRUE
residential,residential_20171090090000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,16,15,15_16,429.08126911228106,TRUE,TRUE
residential,residential_20171100280000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,16,15,15_16,896.0609090064095,TRUE,FALSE
residential,residential_20171100300000,2008,TRUE,TRUE,TRUE,2008-06-15,2003,2003_2014,16,15,15_16,896.05775783874,TRUE,FALSE
residential,residential_20171100460000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,16,15,15_16,814.7476499768305,TRUE,FALSE
residential,residential_20171120080000,2011,TRUE,TRUE,TRUE,2011-06-15,2003,2003_2014,16,15,15_16,1339.9786627706503,TRUE,FALSE
residential,residential_20172070050000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,20,3,3_20,237.59620659484966,TRUE,TRUE
residential,residential_20172070060000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,20,3,3_20,237.5714391538542,TRUE,TRUE
residential,residential_20172070070000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,20,3,3_20,237.5466722508666,TRUE,TRUE
residential,residential_20172090510000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,16,20,16_20,951.7411779917155,TRUE,FALSE
residential,residential_20173050290000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,16,15,15_16,1227.5439208310374,TRUE,FALSE
residential,residential_20173050320000,2008,TRUE,TRUE,TRUE,2008-06-15,2003,2003_2014,16,15,15_16,1227.7269179150724,TRUE,FALSE
residential,residential_20173200190000,2008,TRUE,TRUE,TRUE,2008-06-15,2003,2003_2014,16,15,15_16,748.9418910309465,TRUE,FALSE
residential,residential_20173200300000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,16,15,15_16,881.0505373356901,TRUE,FALSE
residential,residential_20173200320000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,16,15,15_16,881.0378259760173,TRUE,FALSE
residential,residential_20173200330000,2008,TRUE,TRUE,TRUE,2008-06-15,2003,2003_2014,16,15,15_16,881.0362632987745,TRUE,FALSE
residential,residential_20173200430000,2008,TRUE,TRUE,TRUE,2008-06-15,2003,2003_2014,16,15,15_16,881.3349468566286,TRUE,FALSE
residential,residential_20173200440000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,16,15,15_16,881.3736591769512,TRUE,FALSE
residential,residential_20173200460000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,16,15,15_16,881.4454682169868,TRUE,FALSE
residential,residential_20173210150000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,16,15,15_16,1063.7109206101418,TRUE,FALSE
residential,residential_20173210160000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,16,15,15_16,1063.7241440507923,TRUE,FALSE
residential,residential_20173210190000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,16,15,15_16,1063.8631495067937,TRUE,FALSE
residential,residential_20173210410000,2008,TRUE,TRUE,TRUE,2008-06-15,2003,2003_2014,16,15,15_16,1197.454032179219,TRUE,FALSE
residential,residential_20173260010000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,16,15,15_16,43.420366275549,TRUE,TRUE
residential,residential_20173260320000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,16,15,15_16,394.1048070043458,TRUE,TRUE
residential,residential_20173270290000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,16,15,15_16,460.3180824316347,TRUE,TRUE
residential,residential_20173290110000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,16,15,15_16,829.5695531580787,TRUE,FALSE
residential,residential_20173290170000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,16,15,15_16,886.6380304167777,TRUE,FALSE
residential,residential_20173290180000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,16,15,15_16,889.1148977517515,TRUE,FALSE
residential,residential_20173290200000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,16,15,15_16,896.1501129634529,TRUE,FALSE
residential,residential_20173290230000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,16,15,15_16,911.7966124137008,TRUE,FALSE
residential,residential_20173290240000,2007,TRUE,TRUE,TRUE,2007-06-15,2003,2003_2014,16,15,15_16,918.3160617082051,TRUE,FALSE
residential,residential_20173290250000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,16,15,15_16,925.4688654718208,TRUE,FALSE
residential,residential_20173290310000,2006,TRUE,TRUE,TRUE,2006-06-15,2003,2003_2014,16,17,16_17,901.0540035500518,TRUE,FALSE
residential,residential_20173300020000,2008,TRUE,TRUE,TRUE,2008-06-15,2003,2003_2014,16,15,15_16,1072.7527238397734,TRUE,FALSE
residential,residential_20174050350000,2021,TRUE,TRUE,TRUE,2021-06-15,2015,2015_2023,16,20,16_20,832.0186918519693,TRUE,FALSE
residential,residential_20174050360000,2021,TRUE,TRUE,TRUE,2021-06-15,2015,2015_2023,16,20,16_20,842.6642679715776,TRUE,FALSE
residential,residential_20174050410000,2021,TRUE,TRUE,TRUE,2021-06-15,2015,2015_2023,16,20,16_20,904.514046273269,TRUE,FALSE
residential,residential_20174050460000,2021,TRUE,TRUE,TRUE,2021-06-15,2015,2015_2023,16,20,16_20,978.6597917249901,TRUE,FALSE
residential,residential_20174060180000,2021,TRUE,TRUE,TRUE,2021-06-15,2015,2015_2023,16,20,16_20,753.8200868349509,TRUE,FALSE
residential,residential_20174060350000,2021,TRUE,TRUE,TRUE,2021-06-15,2015,2015_2023,16,20,16_20,549.4208502061103,TRUE,FALSE
residential,residential_20174060430000,2021,TRUE,TRUE,TRUE,2021-06-15,2015,2015_2023,16,20,16_20,693.5108675997762,TRUE,FALSE
