month,ward,alderman
Apr 1999,48,Mary Ann Smith
Apr 1999,49,Joe Moore
Apr 1999,50,Bernard Stone
May 1999,1,Jesse Granato
May 1999,2,Madeline Haithcock
May 1999,3,Dorothy Tillman
May 1999,4,Toni Preckwinkle
May 1999,5,Barbara Holt
May 1999,6,Fredrenna Lyle
May 1999,7,William Beavers
May 1999,8,Lorraine Dixon
May 1999,9,Melvin Powell Sr.
May 1999,10,John J. Buchanan
May 1999,11,James Balcer
May 1999,12,Ray Frias
May 1999,13,Frank Olivo
May 1999,14,Ed Burke
May 1999,15,Virgil E. Jones
May 1999,16,Shirley Coleman
May 1999,17,Terry Peterson
May 1999,18,Thomas Murphy
May 1999,19,Virginia Rugai
May 1999,20,Arenda Troutman
May 1999,21,Leonard DeVille
May 1999,22,Ricardo Munoz
May 1999,23,Michael Zalewski
May 1999,24,Michael Chandler
May 1999,25,Daniel Solis
May 1999,26,Billy Ocasio
May 1999,27,"Walter Burnett, Jr."
May 1999,28,Ed Smith
May 1999,29,Sam Burrell
May 1999,30,Michael Wojcik
May 1999,31,Ray Suarez
May 1999,32,Theodore Matlak
May 1999,33,Dick Mell
May 1999,34,Carrie Austin
May 1999,35,Vilma Colom
May 1999,36,William Banks
May 1999,37,Percy Z. Giles
May 1999,38,Thomas Allen
May 1999,39,Margaret Laurino
May 1999,40,Patrick O'Connor
May 1999,41,Brian Doherty
May 1999,42,Burton Natarus
May 1999,43,Charles Bernardini
May 1999,44,Bernie Hansen
May 1999,45,Patrick Levar
May 1999,46,Helen Shiller
May 1999,47,Eugene Schulter
May 1999,48,Mary Ann Smith
May 1999,49,Joe Moore
May 1999,50,Bernard Stone
Jun 1999,1,Jesse Granato
Jun 1999,2,Madeline Haithcock
Jun 1999,3,Dorothy Tillman
Jun 1999,4,Toni Preckwinkle
Jun 1999,5,Leslie Hairston
Jun 1999,6,Fredrenna Lyle
Jun 1999,7,William Beavers
Jun 1999,8,Lorraine Dixon
Jun 1999,9,Anthony Beale
Jun 1999,10,John Pope
Jun 1999,11,James Balcer
Jun 1999,12,Ray Frias
Jun 1999,13,Frank Olivo
Jun 1999,14,Ed Burke
Jun 1999,15,Ted Thomas
Jun 1999,16,Shirley Coleman
Jun 1999,17,Terry Peterson
Jun 1999,18,Thomas Murphy
Jun 1999,19,Virginia Rugai
Jun 1999,20,Arenda Troutman
Jun 1999,21,Leonard DeVille
Jun 1999,22,Ricardo Munoz
Jun 1999,23,Michael Zalewski
Jun 1999,24,Michael Chandler
Jun 1999,25,Daniel Solis
Jun 1999,26,Billy Ocasio
Jun 1999,27,"Walter Burnett, Jr."
Jun 1999,28,Ed Smith
Jun 1999,29,Isaac Carothers
Jun 1999,30,Michael Wojcik
Jun 1999,31,Ray Suarez
Jun 1999,32,Theodore Matlak
Jun 1999,33,Dick Mell
Jun 1999,34,Carrie Austin
Jun 1999,35,Vilma Colom
Jun 1999,36,William Banks
Jun 1999,37,Percy Z. Giles
Jun 1999,38,Thomas Allen
Jun 1999,39,Margaret Laurino
Jun 1999,40,Patrick O'Connor
Jun 1999,41,Brian Doherty
Jun 1999,42,Burton Natarus
Jun 1999,43,Vi Daley
Jun 1999,44,Bernie Hansen
Jun 1999,45,Patrick Levar
Jun 1999,46,Helen Shiller
Jun 1999,47,Eugene Schulter
Jun 1999,48,Mary Ann Smith
Jun 1999,49,Joe Moore
Jun 1999,50,Bernard Stone
Jul 1999,1,Jesse Granato
Jul 1999,2,Madeline Haithcock
Jul 1999,3,Dorothy Tillman
Jul 1999,4,Toni Preckwinkle
Jul 1999,5,Leslie Hairston
Jul 1999,6,Fredrenna Lyle
Jul 1999,7,William Beavers
Jul 1999,8,Lorraine Dixon
Jul 1999,9,Anthony Beale
Jul 1999,10,John Pope
Jul 1999,11,James Balcer
Jul 1999,12,Ray Frias
Jul 1999,13,Frank Olivo
Jul 1999,14,Ed Burke
Jul 1999,15,Ted Thomas
Jul 1999,16,Shirley Coleman
Jul 1999,17,Terry Peterson
Jul 1999,18,Thomas Murphy
Jul 1999,19,Virginia Rugai
Jul 1999,20,Arenda Troutman
Jul 1999,21,Leonard DeVille
Jul 1999,22,Ricardo Munoz
Jul 1999,23,Michael Zalewski
Jul 1999,24,Michael Chandler
Jul 1999,25,Daniel Solis
Jul 1999,26,Billy Ocasio
Jul 1999,27,"Walter Burnett, Jr."
Jul 1999,28,Ed Smith
Jul 1999,29,Isaac Carothers
Jul 1999,30,Michael Wojcik
Jul 1999,31,Ray Suarez
Jul 1999,32,Theodore Matlak
Jul 1999,33,Dick Mell
Jul 1999,34,Carrie Austin
Jul 1999,35,Vilma Colom
Jul 1999,36,William Banks
Jul 1999,37,Percy Z. Giles
Jul 1999,38,Thomas Allen
Jul 1999,39,Margaret Laurino
Jul 1999,40,Patrick O'Connor
Jul 1999,41,Brian Doherty
Jul 1999,42,Burton Natarus
Jul 1999,43,Vi Daley
Jul 1999,44,Bernie Hansen
Jul 1999,45,Patrick Levar
Jul 1999,46,Helen Shiller
Jul 1999,47,Eugene Schulter
Jul 1999,48,Mary Ann Smith
Jul 1999,49,Joe Moore
Jul 1999,50,Bernard Stone
Aug 1999,1,Jesse Granato
Aug 1999,2,Madeline Haithcock
Aug 1999,3,Dorothy Tillman
Aug 1999,4,Toni Preckwinkle
Aug 1999,5,Leslie Hairston
Aug 1999,6,Fredrenna Lyle
Aug 1999,7,William Beavers
Aug 1999,8,Lorraine Dixon
Aug 1999,9,Anthony Beale
Aug 1999,10,John Pope
Aug 1999,11,James Balcer
Aug 1999,12,Ray Frias
Aug 1999,13,Frank Olivo
Aug 1999,14,Ed Burke
Aug 1999,15,Ted Thomas
Aug 1999,16,Shirley Coleman
Aug 1999,17,Terry Peterson
Aug 1999,18,Thomas Murphy
Aug 1999,19,Virginia Rugai
Aug 1999,20,Arenda Troutman
Aug 1999,21,Leonard DeVille
Aug 1999,22,Ricardo Munoz
Aug 1999,23,Michael Zalewski
Aug 1999,24,Michael Chandler
Aug 1999,25,Daniel Solis
Aug 1999,26,Billy Ocasio
Aug 1999,27,"Walter Burnett, Jr."
Aug 1999,28,Ed Smith
Aug 1999,29,Isaac Carothers
Aug 1999,30,Michael Wojcik
Aug 1999,31,Ray Suarez
Aug 1999,32,Theodore Matlak
Aug 1999,33,Dick Mell
Aug 1999,34,Carrie Austin
Aug 1999,35,Vilma Colom
Aug 1999,36,William Banks
Aug 1999,37,Percy Z. Giles
Aug 1999,38,Thomas Allen
Aug 1999,39,Margaret Laurino
Aug 1999,40,Patrick O'Connor
Aug 1999,41,Brian Doherty
Aug 1999,42,Burton Natarus
Aug 1999,43,Vi Daley
Aug 1999,44,Bernie Hansen
Aug 1999,45,Patrick Levar
Aug 1999,46,Helen Shiller
Aug 1999,47,Eugene Schulter
Aug 1999,48,Mary Ann Smith
Aug 1999,49,Joe Moore
Aug 1999,50,Bernard Stone
Sep 1999,1,Jesse Granato
Sep 1999,2,Madeline Haithcock
Sep 1999,3,Dorothy Tillman
Sep 1999,4,Toni Preckwinkle
Sep 1999,5,Leslie Hairston
Sep 1999,6,Fredrenna Lyle
Sep 1999,7,William Beavers
Sep 1999,8,Lorraine Dixon
Sep 1999,9,Anthony Beale
Sep 1999,10,John Pope
Sep 1999,11,James Balcer
Sep 1999,12,Ray Frias
Sep 1999,13,Frank Olivo
Sep 1999,14,Ed Burke
Sep 1999,15,Ted Thomas
Sep 1999,16,Shirley Coleman
Sep 1999,17,Terry Peterson
Sep 1999,18,Thomas Murphy
Sep 1999,19,Virginia Rugai
Sep 1999,20,Arenda Troutman
Sep 1999,21,Leonard DeVille
Sep 1999,22,Ricardo Munoz
Sep 1999,23,Michael Zalewski
Sep 1999,24,Michael Chandler
Sep 1999,25,Daniel Solis
Sep 1999,26,Billy Ocasio
Sep 1999,27,"Walter Burnett, Jr."
Sep 1999,28,Ed Smith
Sep 1999,29,Isaac Carothers
Sep 1999,30,Michael Wojcik
Sep 1999,31,Ray Suarez
Sep 1999,32,Theodore Matlak
Sep 1999,33,Dick Mell
Sep 1999,34,Carrie Austin
Sep 1999,35,Vilma Colom
Sep 1999,36,William Banks
Sep 1999,37,Percy Z. Giles
Sep 1999,38,Thomas Allen
Sep 1999,39,Margaret Laurino
Sep 1999,40,Patrick O'Connor
Sep 1999,41,Brian Doherty
Sep 1999,42,Burton Natarus
Sep 1999,43,Vi Daley
Sep 1999,44,Bernie Hansen
Sep 1999,45,Patrick Levar
Sep 1999,46,Helen Shiller
Sep 1999,47,Eugene Schulter
Sep 1999,48,Mary Ann Smith
Sep 1999,49,Joe Moore
Sep 1999,50,Bernard Stone
Oct 1999,1,Jesse Granato
Oct 1999,2,Madeline Haithcock
Oct 1999,3,Dorothy Tillman
Oct 1999,4,Toni Preckwinkle
Oct 1999,5,Leslie Hairston
Oct 1999,6,Fredrenna Lyle
Oct 1999,7,William Beavers
Oct 1999,8,Lorraine Dixon
Oct 1999,9,Anthony Beale
Oct 1999,10,John Pope
Oct 1999,11,James Balcer
Oct 1999,12,Ray Frias
Oct 1999,13,Frank Olivo
Oct 1999,14,Ed Burke
Oct 1999,15,Ted Thomas
Oct 1999,16,Shirley Coleman
Oct 1999,17,Terry Peterson
Oct 1999,18,Thomas Murphy
Oct 1999,19,Virginia Rugai
Oct 1999,20,Arenda Troutman
Oct 1999,21,Leonard DeVille
Oct 1999,22,Ricardo Munoz
Oct 1999,23,Michael Zalewski
Oct 1999,24,Michael Chandler
Oct 1999,25,Daniel Solis
Oct 1999,26,Billy Ocasio
Oct 1999,27,"Walter Burnett, Jr."
Oct 1999,28,Ed Smith
Oct 1999,29,Isaac Carothers
Oct 1999,30,Michael Wojcik
Oct 1999,31,Ray Suarez
Oct 1999,32,Theodore Matlak
Oct 1999,33,Dick Mell
Oct 1999,34,Carrie Austin
Oct 1999,35,Vilma Colom
Oct 1999,36,William Banks
Oct 1999,37,Percy Z. Giles
Oct 1999,38,Thomas Allen
Oct 1999,39,Margaret Laurino
Oct 1999,40,Patrick O'Connor
Oct 1999,41,Brian Doherty
Oct 1999,42,Burton Natarus
Oct 1999,43,Vi Daley
Oct 1999,44,Bernie Hansen
Oct 1999,45,Patrick Levar
Oct 1999,46,Helen Shiller
Oct 1999,47,Eugene Schulter
Oct 1999,48,Mary Ann Smith
Oct 1999,49,Joe Moore
Oct 1999,50,Bernard Stone
Nov 1999,1,Jesse Granato
Nov 1999,2,Madeline Haithcock
Nov 1999,3,Dorothy Tillman
Nov 1999,4,Toni Preckwinkle
Nov 1999,5,Leslie Hairston
Nov 1999,6,Fredrenna Lyle
Nov 1999,7,William Beavers
Nov 1999,8,Lorraine Dixon
Nov 1999,9,Anthony Beale
Nov 1999,10,John Pope
Nov 1999,11,James Balcer
Nov 1999,12,Ray Frias
Nov 1999,13,Frank Olivo
Nov 1999,14,Ed Burke
Nov 1999,15,Ted Thomas
Nov 1999,16,Shirley Coleman
Nov 1999,17,Terry Peterson
Nov 1999,18,Thomas Murphy
Nov 1999,19,Virginia Rugai
Nov 1999,20,Arenda Troutman
Nov 1999,21,Leonard DeVille
Nov 1999,22,Ricardo Munoz
Nov 1999,23,Michael Zalewski
Nov 1999,24,Michael Chandler
Nov 1999,25,Daniel Solis
Nov 1999,26,Billy Ocasio
Nov 1999,27,"Walter Burnett, Jr."
Nov 1999,28,Ed Smith
Nov 1999,29,Isaac Carothers
Nov 1999,30,Michael Wojcik
Nov 1999,31,Ray Suarez
Nov 1999,32,Theodore Matlak
Nov 1999,33,Dick Mell
Nov 1999,34,Carrie Austin
Nov 1999,35,Vilma Colom
Nov 1999,36,William Banks
Nov 1999,37,Percy Z. Giles
Nov 1999,38,Thomas Allen
Nov 1999,39,Margaret Laurino
Nov 1999,40,Patrick O'Connor
Nov 1999,41,Brian Doherty
Nov 1999,42,Burton Natarus
Nov 1999,43,Vi Daley
Nov 1999,44,Bernie Hansen
Nov 1999,45,Patrick Levar
Nov 1999,46,Helen Shiller
Nov 1999,47,Eugene Schulter
Nov 1999,48,Mary Ann Smith
Nov 1999,49,Joe Moore
Nov 1999,50,Bernard Stone
Dec 1999,1,Jesse Granato
Dec 1999,2,Madeline Haithcock
Dec 1999,3,Dorothy Tillman
Dec 1999,4,Toni Preckwinkle
Dec 1999,5,Leslie Hairston
Dec 1999,6,Fredrenna Lyle
Dec 1999,7,William Beavers
Dec 1999,8,Lorraine Dixon
Dec 1999,9,Anthony Beale
Dec 1999,10,John Pope
Dec 1999,11,James Balcer
Dec 1999,12,Ray Frias
Dec 1999,13,Frank Olivo
Dec 1999,14,Ed Burke
Dec 1999,15,Ted Thomas
Dec 1999,16,Shirley Coleman
Dec 1999,17,Terry Peterson
Dec 1999,18,Thomas Murphy
Dec 1999,19,Virginia Rugai
Dec 1999,20,Arenda Troutman
Dec 1999,21,Leonard DeVille
Dec 1999,22,Ricardo Munoz
Dec 1999,23,Michael Zalewski
Dec 1999,24,Michael Chandler
Dec 1999,25,Daniel Solis
Dec 1999,26,Billy Ocasio
Dec 1999,27,"Walter Burnett, Jr."
Dec 1999,28,Ed Smith
Dec 1999,29,Isaac Carothers
Dec 1999,30,Michael Wojcik
Dec 1999,31,Ray Suarez
Dec 1999,32,Theodore Matlak
Dec 1999,33,Dick Mell
Dec 1999,34,Carrie Austin
Dec 1999,35,Vilma Colom
Dec 1999,36,William Banks
Dec 1999,37,Percy Z. Giles
Dec 1999,38,Thomas Allen
Dec 1999,39,Margaret Laurino
Dec 1999,40,Patrick O'Connor
Dec 1999,41,Brian Doherty
Dec 1999,42,Burton Natarus
Dec 1999,43,Vi Daley
Dec 1999,44,Bernie Hansen
Dec 1999,45,Patrick Levar
Dec 1999,46,Helen Shiller
Dec 1999,47,Eugene Schulter
Dec 1999,48,Mary Ann Smith
Dec 1999,49,Joe Moore
Dec 1999,50,Bernard Stone
Jan 2000,1,Jesse Granato
Jan 2000,2,Madeline Haithcock
Jan 2000,3,Dorothy Tillman
Jan 2000,4,Toni Preckwinkle
Jan 2000,5,Leslie Hairston
Jan 2000,6,Fredrenna Lyle
Jan 2000,7,William Beavers
Jan 2000,8,Lorraine Dixon
Jan 2000,9,Anthony Beale
Jan 2000,10,John Pope
Jan 2000,11,James Balcer
Jan 2000,12,Ray Frias
Jan 2000,13,Frank Olivo
Jan 2000,14,Ed Burke
Jan 2000,15,Ted Thomas
Jan 2000,16,Shirley Coleman
Jan 2000,17,Terry Peterson
Jan 2000,18,Thomas Murphy
Jan 2000,19,Virginia Rugai
Jan 2000,20,Arenda Troutman
Jan 2000,21,Leonard DeVille
Jan 2000,22,Ricardo Munoz
Jan 2000,23,Michael Zalewski
Jan 2000,24,Michael Chandler
Jan 2000,25,Daniel Solis
Jan 2000,26,Billy Ocasio
Jan 2000,27,"Walter Burnett, Jr."
Jan 2000,28,Ed Smith
Jan 2000,29,Isaac Carothers
Jan 2000,30,Michael Wojcik
Jan 2000,31,Ray Suarez
Jan 2000,32,Theodore Matlak
Jan 2000,33,Dick Mell
Jan 2000,34,Carrie Austin
Jan 2000,35,Vilma Colom
Jan 2000,36,William Banks
Jan 2000,37,Emma Mitts
Jan 2000,38,Thomas Allen
Jan 2000,39,Margaret Laurino
Jan 2000,40,Patrick O'Connor
Jan 2000,41,Brian Doherty
Jan 2000,42,Burton Natarus
Jan 2000,43,Vi Daley
Jan 2000,44,Bernie Hansen
Jan 2000,45,Patrick Levar
Jan 2000,46,Helen Shiller
Jan 2000,47,Eugene Schulter
Jan 2000,48,Mary Ann Smith
Jan 2000,49,Joe Moore
Jan 2000,50,Bernard Stone
Feb 2000,1,Jesse Granato
Feb 2000,2,Madeline Haithcock
Feb 2000,3,Dorothy Tillman
Feb 2000,4,Toni Preckwinkle
Feb 2000,5,Leslie Hairston
Feb 2000,6,Fredrenna Lyle
Feb 2000,7,William Beavers
Feb 2000,8,Lorraine Dixon
Feb 2000,9,Anthony Beale
Feb 2000,10,John Pope
Feb 2000,11,James Balcer
Feb 2000,12,Ray Frias
Feb 2000,13,Frank Olivo
Feb 2000,14,Ed Burke
Feb 2000,15,Ted Thomas
Feb 2000,16,Shirley Coleman
Feb 2000,17,Terry Peterson
Feb 2000,18,Thomas Murphy
Feb 2000,19,Virginia Rugai
Feb 2000,20,Arenda Troutman
Feb 2000,21,Leonard DeVille
Feb 2000,22,Ricardo Munoz
Feb 2000,23,Michael Zalewski
Feb 2000,24,Michael Chandler
Feb 2000,25,Daniel Solis
Feb 2000,26,Billy Ocasio
Feb 2000,27,"Walter Burnett, Jr."
Feb 2000,28,Ed Smith
Feb 2000,29,Isaac Carothers
Feb 2000,30,Michael Wojcik
Feb 2000,31,Ray Suarez
Feb 2000,32,Theodore Matlak
Feb 2000,33,Dick Mell
Feb 2000,34,Carrie Austin
Feb 2000,35,Vilma Colom
Feb 2000,36,William Banks
Feb 2000,37,Emma Mitts
Feb 2000,38,Thomas Allen
Feb 2000,39,Margaret Laurino
Feb 2000,40,Patrick O'Connor
Feb 2000,41,Brian Doherty
Feb 2000,42,Burton Natarus
Feb 2000,43,Vi Daley
Feb 2000,44,Bernie Hansen
Feb 2000,45,Patrick Levar
Feb 2000,46,Helen Shiller
Feb 2000,47,Eugene Schulter
Feb 2000,48,Mary Ann Smith
Feb 2000,49,Joe Moore
Feb 2000,50,Bernard Stone
Mar 2000,1,Jesse Granato
Mar 2000,2,Madeline Haithcock
Mar 2000,3,Dorothy Tillman
Mar 2000,4,Toni Preckwinkle
Mar 2000,5,Leslie Hairston
Mar 2000,6,Fredrenna Lyle
Mar 2000,7,William Beavers
Mar 2000,8,Lorraine Dixon
Mar 2000,9,Anthony Beale
Mar 2000,10,John Pope
Mar 2000,11,James Balcer
Mar 2000,12,Ray Frias
Mar 2000,13,Frank Olivo
Mar 2000,14,Ed Burke
Mar 2000,15,Ted Thomas
Mar 2000,16,Shirley Coleman
Mar 2000,17,Terry Peterson
Mar 2000,18,Thomas Murphy
Mar 2000,19,Virginia Rugai
Mar 2000,20,Arenda Troutman
Mar 2000,21,Leonard DeVille
Mar 2000,22,Ricardo Munoz
Mar 2000,23,Michael Zalewski
Mar 2000,24,Michael Chandler
Mar 2000,25,Daniel Solis
Mar 2000,26,Billy Ocasio
Mar 2000,27,"Walter Burnett, Jr."
Mar 2000,28,Ed Smith
Mar 2000,29,Isaac Carothers
Mar 2000,30,Michael Wojcik
Mar 2000,31,Ray Suarez
Mar 2000,32,Theodore Matlak
Mar 2000,33,Dick Mell
Mar 2000,34,Carrie Austin
Mar 2000,35,Vilma Colom
Mar 2000,36,William Banks
Mar 2000,37,Emma Mitts
Mar 2000,38,Thomas Allen
Mar 2000,39,Margaret Laurino
Mar 2000,40,Patrick O'Connor
Mar 2000,41,Brian Doherty
Mar 2000,42,Burton Natarus
Mar 2000,43,Vi Daley
Mar 2000,44,Bernie Hansen
Mar 2000,45,Patrick Levar
Mar 2000,46,Helen Shiller
Mar 2000,47,Eugene Schulter
Mar 2000,48,Mary Ann Smith
Mar 2000,49,Joe Moore
Mar 2000,50,Bernard Stone
Apr 2000,1,Jesse Granato
Apr 2000,2,Madeline Haithcock
Apr 2000,3,Dorothy Tillman
Apr 2000,4,Toni Preckwinkle
Apr 2000,5,Leslie Hairston
Apr 2000,6,Fredrenna Lyle
Apr 2000,7,William Beavers
Apr 2000,8,Lorraine Dixon
Apr 2000,9,Anthony Beale
Apr 2000,10,John Pope
Apr 2000,11,James Balcer
Apr 2000,12,Ray Frias
Apr 2000,13,Frank Olivo
Apr 2000,14,Ed Burke
Apr 2000,15,Ted Thomas
Apr 2000,16,Shirley Coleman
Apr 2000,17,Terry Peterson
Apr 2000,18,Thomas Murphy
Apr 2000,19,Virginia Rugai
Apr 2000,20,Arenda Troutman
Apr 2000,21,Leonard DeVille
Apr 2000,22,Ricardo Munoz
Apr 2000,23,Michael Zalewski
Apr 2000,24,Michael Chandler
Apr 2000,25,Daniel Solis
Apr 2000,26,Billy Ocasio
Apr 2000,27,"Walter Burnett, Jr."
Apr 2000,28,Ed Smith
Apr 2000,29,Isaac Carothers
Apr 2000,30,Michael Wojcik
Apr 2000,31,Ray Suarez
Apr 2000,32,Theodore Matlak
Apr 2000,33,Dick Mell
Apr 2000,34,Carrie Austin
Apr 2000,35,Vilma Colom
Apr 2000,36,William Banks
Apr 2000,37,Emma Mitts
Apr 2000,38,Thomas Allen
Apr 2000,39,Margaret Laurino
Apr 2000,40,Patrick O'Connor
Apr 2000,41,Brian Doherty
Apr 2000,42,Burton Natarus
Apr 2000,43,Vi Daley
Apr 2000,44,Bernie Hansen
Apr 2000,45,Patrick Levar
Apr 2000,46,Helen Shiller
Apr 2000,47,Eugene Schulter
Apr 2000,48,Mary Ann Smith
Apr 2000,49,Joe Moore
Apr 2000,50,Bernard Stone
May 2000,1,Jesse Granato
May 2000,2,Madeline Haithcock
May 2000,3,Dorothy Tillman
May 2000,4,Toni Preckwinkle
May 2000,5,Leslie Hairston
May 2000,6,Fredrenna Lyle
May 2000,7,William Beavers
May 2000,8,Lorraine Dixon
May 2000,9,Anthony Beale
May 2000,10,John Pope
May 2000,11,James Balcer
May 2000,12,Ray Frias
May 2000,13,Frank Olivo
May 2000,14,Ed Burke
May 2000,15,Ted Thomas
May 2000,16,Shirley Coleman
May 2000,17,Terry Peterson
May 2000,18,Thomas Murphy
May 2000,19,Virginia Rugai
May 2000,20,Arenda Troutman
May 2000,21,Leonard DeVille
May 2000,22,Ricardo Munoz
May 2000,23,Michael Zalewski
May 2000,24,Michael Chandler
May 2000,25,Daniel Solis
May 2000,26,Billy Ocasio
May 2000,27,"Walter Burnett, Jr."
May 2000,28,Ed Smith
May 2000,29,Isaac Carothers
May 2000,30,Michael Wojcik
May 2000,31,Ray Suarez
May 2000,32,Theodore Matlak
May 2000,33,Dick Mell
May 2000,34,Carrie Austin
May 2000,35,Vilma Colom
May 2000,36,William Banks
May 2000,37,Emma Mitts
May 2000,38,Thomas Allen
May 2000,39,Margaret Laurino
May 2000,40,Patrick O'Connor
May 2000,41,Brian Doherty
May 2000,42,Burton Natarus
May 2000,43,Vi Daley
May 2000,44,Bernie Hansen
May 2000,45,Patrick Levar
May 2000,46,Helen Shiller
May 2000,47,Eugene Schulter
May 2000,48,Mary Ann Smith
May 2000,49,Joe Moore
May 2000,50,Bernard Stone
Jun 2000,1,Jesse Granato
Jun 2000,2,Madeline Haithcock
Jun 2000,3,Dorothy Tillman
Jun 2000,4,Toni Preckwinkle
Jun 2000,5,Leslie Hairston
Jun 2000,6,Fredrenna Lyle
Jun 2000,7,William Beavers
Jun 2000,8,Lorraine Dixon
Jun 2000,9,Anthony Beale
Jun 2000,10,John Pope
Jun 2000,11,James Balcer
Jun 2000,12,Ray Frias
Jun 2000,13,Frank Olivo
Jun 2000,14,Ed Burke
Jun 2000,15,Ted Thomas
Jun 2000,16,Shirley Coleman
Jun 2000,17,Terry Peterson
Jun 2000,18,Thomas Murphy
Jun 2000,19,Virginia Rugai
Jun 2000,20,Arenda Troutman
Jun 2000,21,Leonard DeVille
Jun 2000,22,Ricardo Munoz
Jun 2000,23,Michael Zalewski
Jun 2000,24,Michael Chandler
Jun 2000,25,Daniel Solis
Jun 2000,26,Billy Ocasio
Jun 2000,27,"Walter Burnett, Jr."
Jun 2000,28,Ed Smith
Jun 2000,29,Isaac Carothers
Jun 2000,30,Michael Wojcik
Jun 2000,31,Ray Suarez
Jun 2000,32,Theodore Matlak
Jun 2000,33,Dick Mell
Jun 2000,34,Carrie Austin
Jun 2000,35,Vilma Colom
Jun 2000,36,William Banks
Jun 2000,37,Emma Mitts
Jun 2000,38,Thomas Allen
Jun 2000,39,Margaret Laurino
Jun 2000,40,Patrick O'Connor
Jun 2000,41,Brian Doherty
Jun 2000,42,Burton Natarus
Jun 2000,43,Vi Daley
Jun 2000,44,Bernie Hansen
Jun 2000,45,Patrick Levar
Jun 2000,46,Helen Shiller
Jun 2000,47,Eugene Schulter
Jun 2000,48,Mary Ann Smith
Jun 2000,49,Joe Moore
Jun 2000,50,Bernard Stone
Jul 2000,1,Jesse Granato
Jul 2000,2,Madeline Haithcock
Jul 2000,3,Dorothy Tillman
Jul 2000,4,Toni Preckwinkle
Jul 2000,5,Leslie Hairston
Jul 2000,6,Fredrenna Lyle
Jul 2000,7,William Beavers
Jul 2000,8,Lorraine Dixon
Jul 2000,9,Anthony Beale
Jul 2000,10,John Pope
Jul 2000,11,James Balcer
Jul 2000,12,Ray Frias
Jul 2000,13,Frank Olivo
Jul 2000,14,Ed Burke
Jul 2000,15,Ted Thomas
Jul 2000,16,Shirley Coleman
Jul 2000,17,Terry Peterson
Jul 2000,18,Thomas Murphy
Jul 2000,19,Virginia Rugai
Jul 2000,20,Arenda Troutman
Jul 2000,21,Leonard DeVille
Jul 2000,22,Ricardo Munoz
Jul 2000,23,Michael Zalewski
Jul 2000,24,Michael Chandler
Jul 2000,25,Daniel Solis
Jul 2000,26,Billy Ocasio
Jul 2000,27,"Walter Burnett, Jr."
Jul 2000,28,Ed Smith
Jul 2000,29,Isaac Carothers
Jul 2000,30,Michael Wojcik
Jul 2000,31,Ray Suarez
Jul 2000,32,Theodore Matlak
Jul 2000,33,Dick Mell
Jul 2000,34,Carrie Austin
Jul 2000,35,Vilma Colom
Jul 2000,36,William Banks
Jul 2000,37,Emma Mitts
Jul 2000,38,Thomas Allen
Jul 2000,39,Margaret Laurino
Jul 2000,40,Patrick O'Connor
Jul 2000,41,Brian Doherty
Jul 2000,42,Burton Natarus
Jul 2000,43,Vi Daley
Jul 2000,44,Bernie Hansen
Jul 2000,45,Patrick Levar
Jul 2000,46,Helen Shiller
Jul 2000,47,Eugene Schulter
Jul 2000,48,Mary Ann Smith
Jul 2000,49,Joe Moore
Jul 2000,50,Bernard Stone
Aug 2000,1,Jesse Granato
Aug 2000,2,Madeline Haithcock
Aug 2000,3,Dorothy Tillman
Aug 2000,4,Toni Preckwinkle
Aug 2000,5,Leslie Hairston
Aug 2000,6,Fredrenna Lyle
Aug 2000,7,William Beavers
Aug 2000,8,Lorraine Dixon
Aug 2000,9,Anthony Beale
Aug 2000,10,John Pope
Aug 2000,11,James Balcer
Aug 2000,12,Ray Frias
Aug 2000,13,Frank Olivo
Aug 2000,14,Ed Burke
Aug 2000,15,Ted Thomas
Aug 2000,16,Shirley Coleman
Aug 2000,17,Terry Peterson
Aug 2000,18,Thomas Murphy
Aug 2000,19,Virginia Rugai
Aug 2000,20,Arenda Troutman
Aug 2000,21,Leonard DeVille
Aug 2000,22,Ricardo Munoz
Aug 2000,23,Michael Zalewski
Aug 2000,24,Michael Chandler
Aug 2000,25,Daniel Solis
Aug 2000,26,Billy Ocasio
Aug 2000,27,"Walter Burnett, Jr."
Aug 2000,28,Ed Smith
Aug 2000,29,Isaac Carothers
Aug 2000,30,Michael Wojcik
Aug 2000,31,Ray Suarez
Aug 2000,32,Theodore Matlak
Aug 2000,33,Dick Mell
Aug 2000,34,Carrie Austin
Aug 2000,35,Vilma Colom
Aug 2000,36,William Banks
Aug 2000,37,Emma Mitts
Aug 2000,38,Thomas Allen
Aug 2000,39,Margaret Laurino
Aug 2000,40,Patrick O'Connor
Aug 2000,41,Brian Doherty
Aug 2000,42,Burton Natarus
Aug 2000,43,Vi Daley
Aug 2000,44,Bernie Hansen
Aug 2000,45,Patrick Levar
Aug 2000,46,Helen Shiller
Aug 2000,47,Eugene Schulter
Aug 2000,48,Mary Ann Smith
Aug 2000,49,Joe Moore
Aug 2000,50,Bernard Stone
Sep 2000,1,Jesse Granato
Sep 2000,2,Madeline Haithcock
Sep 2000,3,Dorothy Tillman
Sep 2000,4,Toni Preckwinkle
Sep 2000,5,Leslie Hairston
Sep 2000,6,Fredrenna Lyle
Sep 2000,7,William Beavers
Sep 2000,8,Lorraine Dixon
