project_id,source_family,project_kind,component_pins,component_count,construction_year,dwelling_units,building_sqft,land_sqft,class_values,source_row_ids,permit_chain_ids,permit_numbers,year_source,units_source,building_source,land_source,current_distance_m,current_within_1500ft,candidate_status,decision_reason,replacement_project_ids,replacement_check
residential_13364300450000,residential,single_pin_single_card,13364300450000,1,2002,1,2520,3781,278,1336430045000012022,NA,NA,assessor_row:1336430045000012022,assessor_row:1336430045000012022,assessor_row:1336430045000012022,assessor_row:1336430045000012022,64.51199936438334,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_13364310030000,residential,single_pin_single_card,13364310030000,1,2018,1,2512,3125,278,1336431003000012022,permit_chain_100689635,100689635,assessor_row:1336431003000012022,assessor_row:1336431003000012022,assessor_row:1336431003000012022,assessor_row:1336431003000012022,173.34261292528424,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_13364310040000,residential,single_pin_single_card,13364310040000,1,2002,1,1480,3125,207,1336431004000012022,NA,NA,assessor_row:1336431004000012022,assessor_row:1336431004000012022,assessor_row:1336431004000012022,assessor_row:1336431004000012022,174.43742185617197,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_13364310050000,residential,single_pin_single_card,13364310050000,1,2006,1,2339,3125,278,1336431005000012022,NA,NA,assessor_row:1336431005000012022,assessor_row:1336431005000012022,assessor_row:1336431005000012022,assessor_row:1336431005000012022,159.63510959709836,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_13364310070000,residential,single_pin_single_card,13364310070000,1,2016,1,2790,3138,278,1336431007000012022,permit_chain_100609949,100609949,assessor_row:1336431007000012022,assessor_row:1336431007000012022,assessor_row:1336431007000012022,assessor_row:1336431007000012022,173.32099340544642,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_13364310090000,residential,single_pin_single_card,13364310090000,1,2007,1,2823,3125,278,1336431009000012022,NA,NA,assessor_row:1336431009000012022,assessor_row:1336431009000012022,assessor_row:1336431009000012022,assessor_row:1336431009000012022,129.8193635560315,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_13364310100000,residential,single_pin_single_card,13364310100000,1,2006,1,2381,3125,278,1336431010000012022,NA,NA,assessor_row:1336431010000012022,assessor_row:1336431010000012022,assessor_row:1336431010000012022,assessor_row:1336431010000012022,122.41340171418118,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_13364310130000,residential,single_pin_single_card,13364310130000,1,2016,2,3867,3000,211,1336431013000012017,permit_chain_100655220,100655220,assessor_row:1336431013000012017,assessor_row:1336431013000012017,assessor_row:1336431013000012017,assessor_row:1336431013000012017,173.2563275040243,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_13364310210000,residential,single_pin_single_card,13364310210000,1,2007,1,2599,3125,278,1336431021000012022,NA,NA,assessor_row:1336431021000012022,assessor_row:1336431021000012022,assessor_row:1336431021000012022,assessor_row:1336431021000012022,186.59338024218903,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_13364310260000,residential,single_pin_single_card,13364310260000,1,2000,1,2082,3125,278,1336431026000012022,NA,NA,assessor_row:1336431026000012022,assessor_row:1336431026000012022,assessor_row:1336431026000012022,assessor_row:1336431026000012022,161.234431383247,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_13364310270000,residential,single_pin_single_card,13364310270000,1,2005,1,2339,3125,278,1336431027000012022,NA,NA,assessor_row:1336431027000012022,assessor_row:1336431027000012022,assessor_row:1336431027000012022,assessor_row:1336431027000012022,145.60548118256511,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_13364310320000,residential,single_pin_single_card,13364310320000,1,2007,3,3151,3006,211,1336431032000012022,NA,NA,assessor_row:1336431032000012022,assessor_row:1336431032000012022,assessor_row:1336431032000012022,assessor_row:1336431032000012022,115.0466592177456,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_13364310330000,residential,single_pin_single_card,13364310330000,1,2008,1,2314,3000,278,1336431033000012022,permit_chain_100267753,100267753,assessor_row:1336431033000012022,assessor_row:1336431033000012022,assessor_row:1336431033000012022,assessor_row:1336431033000012022,109.48505665885232,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_13364310420000,residential,single_pin_single_card,13364310420000,1,2001,1,2052,3125,278,1336431042000012022,NA,NA,assessor_row:1336431042000012022,assessor_row:1336431042000012022,assessor_row:1336431042000012022,assessor_row:1336431042000012022,209.20035759033388,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_13364320030000,residential,single_pin_single_card,13364320030000,1,2006,3,4642,3000,211,1336432003000012007,NA,NA,assessor_row:1336432003000012007,assessor_row:1336432003000012007,assessor_row:1336432003000012007,assessor_row:1336432003000012007,216.25258076106837,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_13364320110000,residential,single_pin_single_card,13364320110000,1,2012,1,1682,3000,207,1336432011000012022,permit_chain_100454166,100454166,assessor_row:1336432011000012022,assessor_row:1336432011000012022,assessor_row:1336432011000012022,assessor_row:1336432011000012022,168.67336427805972,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_13364320120000,residential,single_pin_single_card,13364320120000,1,2012,1,1682,3000,207,1336432012000012022,permit_chain_100454149,100454149,issued_permit_chain:permit_chain_100454149,assessor_row:1336432012000012022,assessor_row:1336432012000012022,assessor_row:1336432012000012022,164.16489023534984,TRUE,retain_mechanical,single_exact_permit_chain_one_year_after_assessor_year,NA,NA
residential_13364320250000,residential,single_pin_single_card,13364320250000,1,2019,5,6752,2592,212,1336432025000012025,permit_chain_100644350,100644350,assessor_row:1336432025000012025,assessor_row:1336432025000012025,assessor_row:1336432025000012025,assessor_row:1336432025000012025,31.751046868661685,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_13364320270000,residential,single_pin_single_card,13364320270000,1,2015,4,8326,2592,211,1336432027000012022,permit_chain_100628495,100628495,assessor_row:1336432027000012022,assessor_row:1336432027000012022,assessor_row:1336432027000012022,assessor_row:1336432027000012022,31.75594211792267,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_13364320280000,residential,single_pin_single_card,13364320280000,1,2019,4,8326,2592,211,1336432028000012022,permit_chain_100689174,100689174,assessor_row:1336432028000012022,assessor_row:1336432028000012022,assessor_row:1336432028000012022,assessor_row:1336432028000012022,31.748404351748043,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_14051020230000,residential,single_pin_single_card,14051020230000,1,2017,1,2003,2750,278,1405102023000012022,permit_chain_100690566,100690566/100693875,assessor_row:1405102023000012022,assessor_row:1405102023000012022,assessor_row:1405102023000012022,assessor_row:1405102023000012022,115.28145574980488,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_14051170040000,residential,single_pin_single_card,14051170040000,1,2022,1,2509,3870,278,1405117004000012022,permit_chain_100876365,100876365,assessor_row:1405117004000012022,assessor_row:1405117004000012022,assessor_row:1405117004000012022,assessor_row:1405117004000012022,253.01712670184887,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_14051250360000,residential,single_pin_single_card,14051250360000,1,2006,1,2161,3936,278,1405125036000012022,NA,NA,assessor_row:1405125036000012022,assessor_row:1405125036000012022,assessor_row:1405125036000012022,assessor_row:1405125036000012022,277.78905161746974,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_14051280300000,residential,single_pin_single_card,14051280300000,1,2006,1,2984,4612,278,1405128030000012022,NA,NA,assessor_row:1405128030000012022,assessor_row:1405128030000012022,assessor_row:1405128030000012022,assessor_row:1405128030000012022,346.91392686775964,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_14053040040000,residential,single_pin_single_card,14053040040000,1,2020,3,4875,4166,211,1405304004000012022,NA,NA,assessor_row:1405304004000012022,assessor_row:1405304004000012022,assessor_row:1405304004000012022,assessor_row:1405304004000012022,728.6896343461602,FALSE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_14053100250000,residential,single_pin_single_card,14053100250000,1,2020,1,2022,2990,278,1405310025000012022,permit_chain_100785360,100785360,assessor_row:1405310025000012022,assessor_row:1405310025000012022,assessor_row:1405310025000012022,assessor_row:1405310025000012022,445.9499476367112,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_14053100500000,residential,single_pin_single_card,14053100500000,1,2025,4,6922,4257,211,1405310050000012025,permit_chain_101041414,101041414,assessor_row:1405310050000012025,assessor_row:1405310050000012025,assessor_row:1405310050000012025,assessor_row:1405310050000012025,658.5488203412214,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_14053110370000,residential,single_pin_single_card,14053110370000,1,2017,1,2144,2137,278,1405311037000012022,permit_chain_100643908,100643908,assessor_row:1405311037000012022,assessor_row:1405311037000012022,assessor_row:1405311037000012022,assessor_row:1405311037000012022,202.75904435946484,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_14053110390000,residential,single_pin_single_card,14053110390000,1,1999,1,1950,2950,207,1405311039000012022,NA,NA,assessor_row:1405311039000012022,assessor_row:1405311039000012022,assessor_row:1405311039000012022,assessor_row:1405311039000012022,29.739233917661643,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_14053120200000,residential,single_pin_single_card,14053120200000,1,2006,6,10775,5300,211,1405312020000012022,NA,NA,assessor_row:1405312020000012022,assessor_row:1405312020000012022,assessor_row:1405312020000012022,assessor_row:1405312020000012022,354.84106795853046,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_14053160100000,residential,single_pin_single_card,14053160100000,1,2018,1,2160,2875,278,1405316010000012022,permit_chain_100781396,100781396,assessor_row:1405316010000012022,assessor_row:1405316010000012022,assessor_row:1405316010000012022,assessor_row:1405316010000012022,87.73917841209479,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_14053160140000,residential,single_pin_single_card,14053160140000,1,2005,1,2364,2875,278,1405316014000012022,NA,NA,assessor_row:1405316014000012022,assessor_row:1405316014000012022,assessor_row:1405316014000012022,assessor_row:1405316014000012022,117.90903050750288,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_14053160480000,residential,single_pin_single_card,14053160480000,1,2024,1,2618,2875,278,1405316048000022025,permit_chain_101017853,101017853,assessor_row:1405316048000022025,assessor_row:1405316048000022025,assessor_row:1405316048000022025,assessor_row:1405316048000022025,193.0359205424188,TRUE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_14053160670000,residential,single_pin_single_card,14053160670000,1,2006,3,4101,3150,211,1405316067000012022,NA,NA,assessor_row:1405316067000012022,assessor_row:1405316067000012022,assessor_row:1405316067000012022,assessor_row:1405316067000012022,319.2354058074586,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_14053170080000,residential,single_pin_single_card,14053170080000,1,2015,1,3484,4687,278,1405317008000012022,permit_chain_100566239,100566239,assessor_row:1405317008000012022,assessor_row:1405317008000012022,assessor_row:1405317008000012022,assessor_row:1405317008000012022,434.2024749609328,TRUE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_14053180120000,residential,single_pin_single_card,14053180120000,1,2006,1,2703,3125,278,1405318012000012022,NA,NA,assessor_row:1405318012000012022,assessor_row:1405318012000012022,assessor_row:1405318012000012022,assessor_row:1405318012000012022,591.552565111292,FALSE,retain_mechanical,latest_single_card_assessor_report,NA,NA
residential_14053180130000,residential,single_pin_single_card,14053180130000,1,2003,1,1994,3125,207,1405318013000012022,NA,NA,assessor_row:1405318013000012022,assessor_row:1405318013000012022,assessor_row:1405318013000012022,assessor_row:1405318013000012022,596.2778728526308,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_14053180160000,residential,single_pin_single_card,14053180160000,1,2004,1,2800,3125,278,1405318016000012022,NA,NA,assessor_row:1405318016000012022,assessor_row:1405318016000012022,assessor_row:1405318016000012022,assessor_row:1405318016000012022,610.4665345622368,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
residential_14053180430000,residential,single_pin_single_card,14053180430000,1,2003,1,3040,3121,278,1405318043000012022,NA,NA,assessor_row:1405318043000012022,assessor_row:1405318043000012022,assessor_row:1405318043000012022,assessor_row:1405318043000012022,594.231828722382,FALSE,exclude_outside_period,construction_year_outside_2006_2022,NA,NA
