pin,pin10,card_num,cards_in_history,tax_year,previous_year_built,year_built,transition_type,previous_building_sqft,building_sqft,sqft_ratio,previous_land_sqft,land_sqft,previous_apartments,apartments,previous_building_use,building_use,previous_residence_type,residence_type,large_characteristic_change,candidate_pins_under_pin10,new_construction_permits_under_pin10,permit_id,permit_application_date,permit_application_year,permit_issue_date,permit_issued,permit_status,permit_address,work_description,unique_pin10_permit_match,build_minus_permit_year,permit_supports_new_year,permit_postdates_previous_reported_year,candidate_type
09364140140000,0936414014,1,1,2005,1958,2004,pre_1999_to_post_1999,1202,3372,2.805324459234609,NA,NA,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
09364140250000,0936414025,1,1,2014,1925,2011,pre_1999_to_post_1999,696,2368,3.4022988505747125,4125,4125,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
09364140350000,0936414035,1,1,2022,1908,2022,pre_1999_to_post_1999,1350,2919,2.1622222222222223,4962,4962,0,0,Single-Family,Single-Family,1.5 Story,2 Story,TRUE,1,1,3187680,2021-06-16,2021,2021-06-29,1,COMPLETE,6591 N ONARGA AVE,"SPR 2019 CBC. NEW 2 STORY (VA CONSTRUCTION, R-5 OCCUPANCY) SINGLE FAMILY RESIDENCE WITH BASEMENT AND OPEN FRONT AND REAR PORCHES. NEW FRAME 3 CAR GARAGE. NEW 250 LF OF 6 FT HIGH WOOD FENCING. ALL WORK AS PER PLANS.**CERTIFIED CORRECTIONS SUBJECT TO FIELD INSPECTIONS & AUDIT **",TRUE,1,TRUE,TRUE,old_building_to_new_building
09364150030000,0936415003,1,1,2017,1926,2014,pre_1999_to_post_1999,1547,2628,1.6987718164188752,4166,4166,0,0,Single-Family,Single-Family,1.5 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
09364150080000,0936415008,1,1,2015,1929,2014,pre_1999_to_post_1999,834,2385,2.8597122302158273,4166,4166,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,1,2541701,2014-03-07,2014,2014-05-15,1,COMPLETE,6621 N OCONTO AVE,SELF CERTIFIED: NEW 2 STORY 3562 SQ.FT. FRAME S.F.R. WITH BASEMENT AND WD. PORCH.  NEW DETACHED 3 CAR 546 SQ.FT. FRAME PRIVATE GARAGE.,TRUE,0,TRUE,TRUE,old_building_to_new_building
09364150160000,0936415016,1,1,2001,1909,1999,pre_1999_to_post_1999,1500,7245,4.83,NA,NA,0,6,Single-Family,Multi-Family,1 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
09364150250000,0936415025,1,1,2018,1953,2017,pre_1999_to_post_1999,934,2075,2.221627408993576,4166,4166,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
09364180080000,0936418008,1,1,2002,1908,1999,pre_1999_to_post_1999,1980,5490,2.772727272727273,NA,NA,2,6,Multi-Family,Multi-Family,2 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
09364180090000,0936418009,1,1,2019,1956,2018,pre_1999_to_post_1999,1070,8220,7.682242990654205,2650,2650,0,6,Single-Family,Multi-Family,1 Story,3 Story +,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
09364180100000,0936418010,1,1,2019,1956,2018,pre_1999_to_post_1999,1070,8220,7.682242990654205,2625,2625,0,6,Single-Family,Multi-Family,1 Story,3 Story +,TRUE,1,1,2745967,2018-04-16,2018,2018-04-16,1,COMPLETE,6566 N NORTHWEST HWY,"NEW 3-STORY, 6 D.U. RESIDENTIAL BUILDING W/ BASEMENT, IIIB MASONRY CONSTRUCTION; 6 PARKING SPACES, MASONRY TRASH ENCLOSURE, CEDAR & W.I. FENCE, PER PLAN.**CERTIFIED CORRECTIONS- - SUBJECT TO FIELD INSPECTIONS & AUDIT **",TRUE,0,TRUE,TRUE,old_building_to_new_building
09364220010000,0936422001,1,1,2013,1950,2011,pre_1999_to_post_1999,825,2400,2.909090909090909,4125,4125,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,1,2367340,2012-05-11,2012,2012-07-18,1,COMPLETE,6457 N OGALLAH AVE,ERECT A NEW 2 STORY SINGLE FAMILY HOME WITH BASEMENT AND DETACHED 2 CAR GARAGE ALLEY ACCESS PER PLANS,TRUE,-1,FALSE,FALSE,old_building_to_new_building
10253050050000,1025305005,1,1,2020,1953,2019,pre_1999_to_post_1999,1543,3764,2.439403758911212,3720,3720,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
10253050060000,1025305006,1,1,2020,1953,2019,pre_1999_to_post_1999,1543,3764,2.439403758911212,3720,3720,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
10253100350000,1025310035,1,1,2013,1951,2011,pre_1999_to_post_1999,2055,3068,1.4929440389294404,3720,3720,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,1,2323136,2011-11-17,2011,2012-01-11,1,COMPLETE,2908 W FARGO AVE,NEW CONSTRUCTION OF A 2 STORY SINGLE FAMILY RESIDENCE WITH BASEMENT AND ATTACHED GARAGE AS PER PLANS.,TRUE,0,TRUE,TRUE,old_building_to_new_building
10253100360000,1025310036,1,1,2013,1951,2011,pre_1999_to_post_1999,2055,3068,1.4929440389294404,3720,3720,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
10253130200000,1025313020,1,1,2019,1950,2018,pre_1999_to_post_1999,1477,4390,2.972241029113067,3720,3720,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
10253130210000,1025313021,1,1,2019,1950,2018,pre_1999_to_post_1999,1477,4390,2.972241029113067,3720,3720,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,1,2845144,2017-05-26,2017,2017-08-17,1,COMPLETE,7401 N ALBANY AVE,CONSTRUCTION OF NEW 2 STORY FRAME  SINGLE FAMILY RESIDENCE WITH ATTACHED GARAGE PER PLANS,TRUE,1,TRUE,TRUE,old_building_to_new_building
10253130510000,1025313051,1,1,2016,1953,2014,pre_1999_to_post_1999,1867,5668,3.03588644884842,6198,6198,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
10253140250000,1025314025,1,1,2014,1950,2011,pre_1999_to_post_1999,2301,4758,2.0677966101694913,3720,3720,0,0,Single-Family,Single-Family,2 Story,2 Story,TRUE,1,1,2465728,2013-05-22,2013,2013-06-14,1,COMPLETE,2938 W JARVIS AVE,ERECT NEW 2 STORY SINGLE FAMILY RESIDENCE WITH BASEMENT & ATTACHED GARAGE (TYPE 4A CONSTRUCTION) PER PLANS,TRUE,-2,FALSE,FALSE,old_building_to_new_building
10253140260000,1025314026,1,1,2014,1950,2011,pre_1999_to_post_1999,2301,4758,2.0677966101694913,3720,3720,0,0,Single-Family,Single-Family,2 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
10253150010000,1025315001,1,1,2017,1951,2016,pre_1999_to_post_1999,2163,8969,4.146555709662506,5547,5547,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,1,2675422,2015-08-05,2015,2015-09-08,1,COMPLETE,7421 N FRANCISCO AVE,"ERECT NEW 2 STORY+BASEMENT & ATTIC BRICK VENEER (TYPE 4A CONSTRUCTION) SINGLE FAMILY RESIDENCE FRONT PATIO & COVERED REAR PATIO, 2ND FLR DECK ABOVE ATTACHED GARAGE PER PLANS (DEMO PERMIT#100601830)",TRUE,1,TRUE,TRUE,old_building_to_new_building
10253150020000,1025315002,1,1,2017,1951,2016,pre_1999_to_post_1999,2163,8969,4.146555709662506,3720,3720,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
10253150030000,1025315003,1,1,2017,1951,2016,pre_1999_to_post_1999,1944,8969,4.613683127572016,3720,3720,0,0,Single-Family,Single-Family,2 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
10253150150000,1025315015,1,1,2016,1940,2014,pre_1999_to_post_1999,2448,7930,3.2393790849673203,5588,5588,0,0,Single-Family,Single-Family,2 Story,2 Story,TRUE,1,1,2446638,2013-03-18,2013,2013-06-03,1,COMPLETE,2856 W JARVIS AVE,CONSTRUCTION OF NEW 2 STORY + BASEMENT  SINGLE FAMILY RESIDENCE TYPE 4A CONSTRUCTION INCLUDING ATTACHED GARAGE PER PLANS,TRUE,1,TRUE,TRUE,old_building_to_new_building
10253150160000,1025315016,1,1,2016,1940,2014,pre_1999_to_post_1999,2448,7930,3.2393790849673203,3720,3720,0,0,Single-Family,Single-Family,2 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
10253150170000,1025315017,1,1,2016,1950,2014,pre_1999_to_post_1999,1637,7930,4.844227244960293,3720,3720,0,0,Single-Family,Single-Family,2 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
10253150390000,1025315039,1,1,2010,1949,2008,pre_1999_to_post_1999,2366,4240,1.7920540997464074,1860,1860,0,0,Single-Family,Single-Family,2 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
10253150410000,1025315041,1,1,2010,1949,2008,pre_1999_to_post_1999,2366,4240,1.7920540997464074,5580,5580,0,0,Single-Family,Single-Family,2 Story,2 Story,TRUE,1,1,2042635,2009-05-06,2009,2009-09-01,1,COMPLETE,2844 W JARVIS AVE,NEW 2-STORY SINGLE FAMILY RESIDENCE WITH 1-CAR ATTACHED GARAGE,TRUE,-1,FALSE,FALSE,old_building_to_new_building
10253190040000,1025319004,1,1,2008,1949,2006,pre_1999_to_post_1999,1248,2640,2.1153846153846154,3720,3720,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
10253190160000,1025319016,1,1,2021,1949,2021,pre_1999_to_post_1999,2130,5540,2.60093896713615,3720,3720,0,NA,Single-Family,Single-Family,2 Story,2 Story,TRUE,1,1,2950952,2019-10-22,2019,2020-02-19,1,COMPLETE,2909 W JARVIS AVE,NEW CONSTRUCTION  TWO STORIES SINGLE FAMILY RESIDENCE 4A CONSTRUCTION (CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTIONS),TRUE,2,TRUE,TRUE,old_building_to_new_building
10253190170000,1025319017,1,1,2021,1949,2021,pre_1999_to_post_1999,2130,5540,2.60093896713615,3720,3720,0,NA,Single-Family,Single-Family,2 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
10253200050000,1025320005,1,1,2021,1947,2021,pre_1999_to_post_1999,1729,0,0,3720,3720,0,NA,Single-Family,Single-Family,2 Story,2 Story,TRUE,1,2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
10253200390000,1025320039,1,1,2021,1951,2021,pre_1999_to_post_1999,1764,7887,4.47108843537415,6200,6200,0,NA,Single-Family,Single-Family,Split Level,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
10253210260000,1025321026,1,1,2020,1953,2019,pre_1999_to_post_1999,1275,5477,4.295686274509804,3750,3750,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,1,2919108,2018-08-29,2018,2018-10-03,1,COMPLETE,3139 W SHERWIN AVE,ERECT NEW 2 STORY + BASEMENT SINGLE FAMILY RESIDENCE WITH ATTACHED FRONT 2 CAR GARAGE PER PLANS,TRUE,1,TRUE,TRUE,old_building_to_new_building
10253250200000,1025325020,1,1,2017,1953,2014,pre_1999_to_post_1999,1701,4138,2.4326866549088773,4788,4788,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
10253260460000,1025326046,1,1,2015,1945,2014,pre_1999_to_post_1999,2070,2601,1.2565217391304349,4960,4960,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,1,2494392,2013-10-28,2013,2014-05-27,1,COMPLETE,3018 W JARLATH ST,NEW SINGLE FAMILY HOME AND A DETACHED GARAGE AS PER PLANS.,TRUE,1,TRUE,TRUE,old_building_to_new_building
10253290030000,1025329003,1,1,2026,1941,2025,pre_1999_to_post_1999,1897,7509,3.958355297838693,3720,3720,0,0,Single-Family,Single-Family,1.5 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
10253290040000,1025329004,1,1,2026,1951,2025,pre_1999_to_post_1999,2089,7509,3.594542843465773,3720,3720,0,0,Single-Family,Single-Family,2 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
10253290050000,1025329005,1,1,2026,1951,2025,pre_1999_to_post_1999,2089,7509,3.594542843465773,3720,3720,0,0,Single-Family,Single-Family,2 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
10254150060000,1025415006,1,1,2005,1924,2004,pre_1999_to_post_1999,680,1914,2.8147058823529414,NA,NA,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
10293040190000,1029304019,1,1,2019,1949,2018,pre_1999_to_post_1999,813,2700,3.321033210332103,5805,5805,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
10293050120000,1029305012,1,1,2017,1950,2014,pre_1999_to_post_1999,1059,2180,2.0585457979225685,5160,5160,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
10293060260000,1029306026,1,1,2007,1949,2006,pre_1999_to_post_1999,813,2858,3.5153751537515374,5160,5160,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
10313040240000,1031304024,1,1,2007,1925,2006,pre_1999_to_post_1999,1248,3538,2.8349358974358974,6250,6250,0,0,Single-Family,Single-Family,2 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
10313040300000,1031304030,1,1,2013,1923,2011,pre_1999_to_post_1999,780,2628,3.3692307692307693,6250,6250,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,1,2373949,2012-05-24,2012,2012-08-06,1,COMPLETE,6512 N SAYRE AVE,NEW SINGLE FAMILY RESIDENCE BUILDING,TRUE,-1,FALSE,FALSE,old_building_to_new_building
10313070470000,1031307047,1,1,2003,1954,2002,pre_1999_to_post_1999,1015,3815,3.7586206896551726,NA,NA,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
10313080350000,1031308035,1,1,2008,1928,2007,pre_1999_to_post_1999,1010,3099,3.0683168316831684,6000,6000,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
10313130310000,1031313031,1,1,2010,1901,2008,pre_1999_to_post_1999,960,1923,2.003125,6250,6250,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
10313170120000,1031317012,1,1,2003,1923,2002,pre_1999_to_post_1999,816,3212,3.9362745098039214,NA,NA,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
10314050350000,1031405035,1,1,2023,1926,2023,pre_1999_to_post_1999,768,3136,4.083333333333333,5100,5100,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
10314060080000,1031406008,1,1,2005,1923,2003,pre_1999_to_post_1999,1548,2988,1.930232558139535,NA,NA,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
10314090270000,1031409027,1,1,2003,1911,2002,pre_1999_to_post_1999,609,3766,6.183908045977011,NA,NA,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
10314110030000,1031411003,1,1,2002,1922,1999,pre_1999_to_post_1999,708,2568,3.6271186440677967,NA,NA,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
10314120040000,1031412004,1,1,2006,1925,2005,pre_1999_to_post_1999,801,2298,2.8689138576779025,NA,3750,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
10314120250000,1031412025,1,1,2013,1922,2011,pre_1999_to_post_1999,945,2707,2.8645502645502647,4250,4250,0,0,Single-Family,Single-Family,1.5 Story,2 Story,TRUE,1,1,2350656,2012-04-09,2012,2012-04-20,1,COMPLETE,6631 W IMLAY ST,ERECT A NEW 2 STORY SINGLE FAMILY WITH BASEMENT AS PER PLANS,TRUE,-1,FALSE,FALSE,old_building_to_new_building
10321070360000,1032107036,1,1,2010,1953,2009,pre_1999_to_post_1999,1205,2384,1.978423236514523,4920,4920,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
10321110230000,1032111023,1,1,2006,1958,2005,pre_1999_to_post_1999,1266,3409,2.692733017377567,NA,3750,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
10321110280000,1032111028,1,1,2008,1950,2007,pre_1999_to_post_1999,1293,2743,2.1214230471771076,6250,6250,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
10321160210000,1032116021,1,1,2017,1949,2014,pre_1999_to_post_1999,990,4531,4.576767676767677,7500,7500,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,1,2625575,2015-05-19,2015,2015-12-07,1,COMPLETE,7077 N MCALPIN AVE,CONSTRUCT A 2 STORY SINGLE FAMILY RESIDENCE WITH BASEMENT AND ATTACHED 1-CAR PRIVATE GARAGE AS PER PLANS.,TRUE,-1,FALSE,FALSE,old_building_to_new_building
10321160300000,1032116030,1,1,2018,1952,2017,pre_1999_to_post_1999,1444,4796,3.3213296398891967,6625,6625,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,1,2868267,2017-09-13,2017,2017-11-21,1,COMPLETE,7019 N HIAWATHA AVE,"NEW 2-STORY SINGLE-FAMILY MASONRY & FRAME RESIDENCE, 4A CONSTRUCTION, WITH BASEMENT AND ATTIC, NEW REAR WOOD DECK, NEW ATTACHED 2-CAR GARAGE, NEW DRIVEWAY, PER PLAN.      **CERTIFIED PLAN CORRECTIONS PROJECT - CONDITIONAL PERMIT: SUBJECT TO FIELD INSPECTIONS **",TRUE,0,TRUE,TRUE,old_building_to_new_building
10321160310000,1032116031,1,1,2009,1950,1999,pre_1999_to_post_1999,1307,3571,2.73221117061974,6375,6375,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
10321160330000,1032116033,1,1,2022,1951,2022,pre_1999_to_post_1999,1301,2498,1.9200614911606457,6625,6625,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
10321160340000,1032116034,1,1,2016,1950,2014,pre_1999_to_post_1999,1301,3058,2.350499615680246,6625,6625,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,1,2646336,2015-06-18,2015,2015-08-05,1,COMPLETE,7026 N SIOUX AVE,"ERECT A NEW 2 STORY FRAME SINGLE FAMILY HOME WITH BASEMENT, 2 CAR ATTACHED GARAGE, FRONT OPEN PORCH AND REAR WOOD DECK AS PER PLANS.**CERTIFIED CORRECTIONS- - SUBJECT TO FIELD INSPECTIONS & AUDIT **",TRUE,-1,FALSE,FALSE,old_building_to_new_building
10321180190000,1032118019,1,1,2004,1935,2003,pre_1999_to_post_1999,1367,3459,2.530358449158742,NA,NA,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
10321190330000,1032119033,1,1,2008,1938,2006,pre_1999_to_post_1999,1619,5149,3.1803582458307598,9510,9510,0,0,Single-Family,Single-Family,1.5 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
10321200300000,1032120030,1,1,2004,1951,2002,pre_1999_to_post_1999,1676,3681,2.1963007159904535,NA,NA,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
10321200310000,1032120031,1,1,2004,1951,2002,pre_1999_to_post_1999,1676,3681,2.1963007159904535,NA,NA,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
10321210210000,1032121021,1,1,2022,1946,2022,pre_1999_to_post_1999,1263,4061,3.215360253365004,6250,6250,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,1,3149296,2020-11-03,2020,2021-05-03,1,COMPLETE,7041 N MONON AVE,"NEW CONSTRUCTION OF SINGLE FAMILY HOME. NEW ATTACHED TWO-CAR GARAGE. NEW MECHANICAL, ELECTRICAL, AND PLUMBING SYSTEMS. EXISTING USE IS R-5 AND PROPOSED USE IS R-5.",TRUE,2,TRUE,TRUE,old_building_to_new_building
10321220170000,1032122017,1,1,2014,1950,2011,pre_1999_to_post_1999,1621,3334,2.0567550894509563,6250,6250,0,0,Single-Family,Single-Family,1.5 Story,2 Story,TRUE,1,1,2369444,2012-11-16,2012,2012-12-18,1,COMPLETE,6912 N MENDOTA AVE,SELF CERT PROJECT: NEW 2 STORY WOOD FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AS PER PLANS. (SUBJECT TO AUDIT & FIELD INSPECTION),TRUE,-1,FALSE,FALSE,old_building_to_new_building
10321260540000,1032126054,1,1,2006,1951,2005,pre_1999_to_post_1999,804,3571,4.441542288557214,NA,4990,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
10321270060000,1032127006,1,1,2014,1949,2011,pre_1999_to_post_1999,1272,3024,2.3773584905660377,5200,5200,0,0,Single-Family,Single-Family,1.5 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
10321270160000,1032127016,1,1,2017,1952,2014,pre_1999_to_post_1999,1411,2232,1.5818568391211907,5160,5160,0,0,Single-Family,Single-Family,1.5 Story,2 Story,TRUE,1,1,2673372,2015-11-12,2015,2015-12-01,1,COMPLETE,7195 N MANKATO AVE,"NEW 2-STORY SINGLE FAMILY RESIDENCE WITH BASEMENT, FRONT OPEN PORCH AND DETACHED 2-CAR PRIVTE GARAGE. INCLUDES ELECTRICAL, VENTILATION, REFRIGERATION, AND PLUMBING SYSTEMS.",TRUE,-1,FALSE,FALSE,old_building_to_new_building
10322060300000,1032206030,1,1,2005,1948,2002,pre_1999_to_post_1999,2091,4214,2.015303682448589,NA,NA,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
10322090020000,1032209002,1,1,2011,1942,2008,pre_1999_to_post_1999,1703,4371,2.566647093364651,4560,4560,0,0,Single-Family,Single-Family,1.5 Story,2 Story,TRUE,1,1,2247684,2011-02-28,2011,2011-02-28,1,COMPLETE,6959 N TONTY AVE,ERECT A NEW 2 STORY FRAME & MASONRY SINGLE FAMILY RESIDENCE ON EXISTING FOUNDATION BUILT PER PLANS. FLOOR PLAN LAYOUTS TO BE CONFINED TO PERMIT #100357716.,TRUE,-3,FALSE,FALSE,old_building_to_new_building
10322090030000,1032209003,1,1,2011,1942,2008,pre_1999_to_post_1999,1703,4371,2.566647093364651,4560,4560,0,0,Single-Family,Single-Family,1.5 Story,2 Story,TRUE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,old_building_to_new_building
10322090300000,1032209030,1,1,2018,1950,2017,pre_1999_to_post_1999,1152,3624,3.1458333333333335,6840,6840,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE,1,1,2828847,2017-04-10,2017,2017-09-18,1,COMPLETE,6940 N WILDWOOD AVE,ERECT A NEW 2 STORY FRAME (4A CONST) SINGLE FAMILY HOME WITH BASEMENT AND ATTACHED 2 CAR GARAGE AS PER PLANS.(CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTIONS),TRUE,0,TRUE,TRUE,old_building_to_new_building
