pin,pin10,card_num,cards_in_history,tax_year,previous_year_built,year_built,transition_type,previous_building_sqft,building_sqft,sqft_ratio,previous_land_sqft,land_sqft,previous_apartments,apartments,previous_building_use,building_use,previous_residence_type,residence_type,large_characteristic_change
14203100030000,1420310003,1,1,2015,1924,2014,pre_1999_to_post_1999,2194,3520,1.6043755697356428,3100,3100,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE
14203100030000,1420310003,1,1,2022,2014,2016,post_1999_revision,3520,3520,1,3100,3100,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
14203100040000,1420310004,1,1,2006,1902,2005,pre_1999_to_post_1999,2906,2698,0.9284239504473503,NA,3100,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
14203100060000,1420310006,1,2,2002,1888,2001,pre_1999_to_post_1999,1902,3391,1.7828601472134595,NA,NA,0,0,Single-Family,Single-Family,1.5 Story,3 Story +,TRUE
14203100070000,1420310007,1,2,2002,1899,2001,pre_1999_to_post_1999,2954,3391,1.1479350033852405,NA,NA,3,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE
14203100180000,1420310018,1,1,2015,1903,2014,pre_1999_to_post_1999,2748,3982,1.4490538573508005,4650,4650,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
14203100180000,1420310018,1,1,2022,2014,2016,post_1999_revision,3982,3982,1,4650,4650,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
14203100210000,1420310021,1,1,2007,1888,2006,pre_1999_to_post_1999,1868,4003,2.142933618843683,4500,4500,0,0,Single-Family,Single-Family,2 Story,3 Story +,TRUE
14203100210000,1420310021,1,1,2022,2006,2008,post_1999_revision,4003,4003,1,4500,4500,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
14203110040000,1420311004,1,1,2010,1898,2008,pre_1999_to_post_1999,3000,4813,1.6043333333333334,4500,4500,0,0,Single-Family,Single-Family,2 Story,3 Story +,TRUE
14203110160000,1420311016,1,1,2018,1903,2017,pre_1999_to_post_1999,3544,6400,1.8058690744920993,3000,3000,2,4,Multi-Family,Multi-Family,2 Story,3 Story +,TRUE
14203110160000,1420311016,1,1,2021,2017,2018,post_1999_revision,6400,6400,1,3000,3000,4,4,Multi-Family,Multi-Family,3 Story +,3 Story +,FALSE
14203110160000,1420311016,1,1,2022,2018,2019,post_1999_revision,6400,6400,1,3000,3000,4,4,Multi-Family,Multi-Family,3 Story +,3 Story +,FALSE
14203110170000,1420311017,1,1,2002,1898,2001,pre_1999_to_post_1999,2620,NA,NA,NA,NA,3,NA,Multi-Family,NA,2 Story,NA,FALSE
14203110220000,1420311022,1,1,2006,1903,2005,pre_1999_to_post_1999,3828,6377,1.6658829676071056,NA,3000,3,4,Multi-Family,Multi-Family,3 Story +,3 Story +,TRUE
14203120390000,1420312039,1,1,2021,2008,2009,post_1999_revision,2350,2350,1,3651,3651,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
14203130300000,1420313030,1,1,2000,1905,1999,pre_1999_to_post_1999,999,2628,2.630630630630631,NA,NA,0,0,Single-Family,Single-Family,1.5 Story,2 Story,TRUE
14203130300000,1420313030,1,1,2004,1999,2000,post_1999_revision,2628,2628,1,NA,NA,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
14203130300000,1420313030,1,1,2006,2000,1999,post_1999_revision,2628,2628,1,NA,3000,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
14203130300000,1420313030,1,1,2021,1999,2000,post_1999_revision,2628,2628,1,3000,3000,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
14203130310000,1420313031,1,1,2001,1905,1999,pre_1999_to_post_1999,999,2592,2.5945945945945947,NA,NA,0,0,Single-Family,Single-Family,1.5 Story,2 Story,TRUE
14203140040000,1420314004,1,1,2000,1912,1910,other,2456,2456,1,NA,NA,2,2,Multi-Family,Multi-Family,2 Story,2 Story,FALSE
14203140040000,1420314004,1,1,2021,1910,2021,pre_1999_to_post_1999,2456,3777,1.5378664495114007,3625,3625,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE
14203140140000,1420314014,1,1,2020,1910,1913,other,2474,2474,1,3750,3750,2,2,Multi-Family,Multi-Family,2 Story,2 Story,FALSE
14203140140000,1420314014,1,1,2021,1913,1910,other,2474,2474,1,3750,3750,2,2,Multi-Family,Multi-Family,2 Story,2 Story,FALSE
14203140140000,1420314014,1,1,2022,1910,2022,pre_1999_to_post_1999,2474,3964,1.6022635408245756,3750,3750,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
14203160250000,1420316025,1,1,2015,1887,2014,pre_1999_to_post_1999,4070,3539,0.8695331695331695,3405,3405,4,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
14203160250000,1420316025,1,1,2021,2014,2015,post_1999_revision,3539,3539,1,3405,3405,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
14203160260000,1420316026,1,1,2009,1890,2008,pre_1999_to_post_1999,1440,2828,1.9638888888888888,3105,3105,2,0,Multi-Family,Single-Family,1 Story,2 Story,TRUE
14203160270000,1420316027,1,1,2020,1887,2019,pre_1999_to_post_1999,1650,3374,2.044848484848485,3125,3125,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE
14203160310000,1420316031,1,1,2020,1996,1999,pre_1999_to_post_1999,2470,2470,1,3125,3125,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
14203160310000,1420316031,1,1,2021,1999,1996,post_1999_to_pre_1999,2470,2470,1,3125,3125,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
14203160320000,1420316032,1,1,2002,1893,1999,pre_1999_to_post_1999,2128,3310,1.5554511278195489,NA,NA,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE
14203160320000,1420316032,1,1,2020,1999,2002,post_1999_revision,3310,3310,1,3125,3125,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
14203160320000,1420316032,1,1,2021,2002,1999,post_1999_revision,3310,3310,1,3125,3125,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
14203160320000,1420316032,1,1,2022,1999,2000,post_1999_revision,3310,3310,1,3125,3125,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
14203160360000,1420316036,1,1,2015,1893,2014,pre_1999_to_post_1999,2076,3156,1.5202312138728324,3125,3125,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE
14203160370000,1420316037,1,1,2020,1886,1889,other,1023,1023,1,3125,3125,0,0,Single-Family,Single-Family,1.5 Story,1.5 Story,FALSE
14203160370000,1420316037,1,1,2021,1889,2021,pre_1999_to_post_1999,1023,3357,3.281524926686217,3125,3125,0,0,Single-Family,Single-Family,1.5 Story,3 Story +,TRUE
14203160380000,1420316038,1,1,2017,1917,2014,pre_1999_to_post_1999,2268,3262,1.4382716049382716,3125,3125,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE
14203160380000,1420316038,1,1,2021,2014,2015,post_1999_revision,3262,3262,1,3125,3125,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
14203170010000,1420317001,1,1,2024,1896,2024,pre_1999_to_post_1999,4030,4320,1.0719602977667493,3125,3125,4,3,Multi-Family,Multi-Family,2 Story,3 Story +,TRUE
14203170140000,1420317014,1,1,2023,1893,2016,pre_1999_to_post_1999,1300,3938,3.0292307692307694,3125,3125,3,3,Multi-Family,Multi-Family,2 Story,3 Story +,TRUE
14203170170000,1420317017,1,1,2021,1998,1999,pre_1999_to_post_1999,2580,2580,1,3125,3125,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
14203170190000,1420317019,1,1,2016,1893,2014,pre_1999_to_post_1999,3127,3672,1.1742884553885513,3125,3125,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE
14203170190000,1420317019,1,1,2021,2014,2015,post_1999_revision,3672,3672,1,3125,3125,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
14203170190000,1420317019,1,1,2022,2015,2016,post_1999_revision,3672,3672,1,3125,3125,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
14203170370000,1420317037,1,1,2001,1886,2000,pre_1999_to_post_1999,1125,7438,6.611555555555555,NA,NA,0,3,Single-Family,Multi-Family,1 Story,3 Story +,TRUE
14203170380000,1420317038,1,1,2003,1891,1894,other,NA,2100,NA,NA,NA,NA,2,NA,Multi-Family,NA,2 Story,FALSE
14203170380000,1420317038,1,1,2006,1894,2005,pre_1999_to_post_1999,2100,7895,3.7595238095238095,NA,3000,2,4,Multi-Family,Multi-Family,2 Story,3 Story +,TRUE
14203180090000,1420318009,1,1,2008,1885,2006,pre_1999_to_post_1999,1035,3189,3.081159420289855,3175,3175,0,0,Single-Family,Single-Family,1 Story,3 Story +,TRUE
14203180090000,1420318009,1,1,2013,2006,2007,post_1999_revision,3189,3189,1,3175,3175,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
14203180090000,1420318009,1,1,2015,2007,2006,post_1999_revision,3189,3189,1,3175,3175,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
14203180090000,1420318009,1,1,2021,2006,2007,post_1999_revision,3189,3189,1,3175,3175,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
14203180090000,1420318009,1,1,2022,2007,2008,post_1999_revision,3189,3189,1,3175,3175,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
14203180120000,1420318012,1,1,2004,1888,1889,other,1804,1804,1,NA,NA,2,2,Multi-Family,Multi-Family,2 Story,2 Story,FALSE
14203180120000,1420318012,1,1,2006,1889,2005,pre_1999_to_post_1999,1804,2700,1.4966740576496673,NA,3175,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
14203180190000,1420318019,1,1,2002,1888,1999,pre_1999_to_post_1999,1386,2940,2.121212121212121,NA,NA,2,0,Multi-Family,Single-Family,1.5 Story,2 Story,TRUE
14203180190000,1420318019,1,1,2016,1999,2000,post_1999_revision,2940,2940,1,3152,3152,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
14203180190000,1420318019,1,1,2018,2000,1999,post_1999_revision,2940,2940,1,3152,3152,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
14203180190000,1420318019,1,1,2021,1999,2000,post_1999_revision,2940,3864,1.3142857142857143,3152,3152,0,0,Single-Family,Single-Family,2 Story,2 Story,TRUE
14203180220000,1420318022,1,1,2020,1996,1999,pre_1999_to_post_1999,2862,2862,1,3175,3175,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
14203180220000,1420318022,1,1,2021,1999,1996,post_1999_to_pre_1999,2862,2862,1,3175,3175,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
14203180240000,1420318024,1,1,2004,1887,2002,pre_1999_to_post_1999,1038,2884,2.7784200385356455,NA,NA,0,0,Single-Family,Single-Family,1.5 Story,2 Story,TRUE
14203180260000,1420318026,1,1,2001,1888,1899,other,2656,2656,1,NA,NA,2,2,Multi-Family,Multi-Family,1 Story,1 Story,FALSE
14203180260000,1420318026,1,1,2003,1899,1898,other,2656,2656,1,NA,NA,2,2,Multi-Family,Multi-Family,1 Story,1 Story,FALSE
14203180260000,1420318026,1,1,2006,1898,2005,pre_1999_to_post_1999,2656,3442,1.295933734939759,NA,3175,2,0,Multi-Family,Single-Family,1 Story,3 Story +,TRUE
14203180260000,1420318026,1,1,2022,2005,2007,post_1999_revision,3442,3442,1,3175,3175,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
14203180330000,1420318033,1,1,2026,1898,2024,pre_1999_to_post_1999,1671,5453,3.263315380011969,3125,3125,0,0,Single-Family,Single-Family,1.5 Story,3 Story +,TRUE
14203180340000,1420318034,1,1,2026,1893,2024,pre_1999_to_post_1999,1584,5453,3.442550505050505,3125,3125,0,0,Single-Family,Multi-Family,1.5 Story,3 Story +,TRUE
14203180350000,1420318035,1,1,2003,1893,2002,pre_1999_to_post_1999,1636,3855,2.356356968215159,NA,NA,0,0,Single-Family,Single-Family,1.5 Story,3 Story +,TRUE
14203180350000,1420318035,1,1,2020,2002,2005,post_1999_revision,3855,3855,1,3125,3125,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
14203180350000,1420318035,1,1,2021,2005,2002,post_1999_revision,3855,3855,1,3125,3125,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
14203180360000,1420318036,1,1,2007,1892,2006,pre_1999_to_post_1999,1108,2974,2.684115523465704,3000,3000,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE
14203180390000,1420318039,1,1,2008,1888,2007,pre_1999_to_post_1999,2676,3590,1.3415545590433482,3810,3810,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
14203180390000,1420318039,1,1,2020,2007,2011,post_1999_revision,3590,3590,1,3810,3810,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
14203180390000,1420318039,1,1,2021,2011,2008,post_1999_revision,3590,3590,1,3810,3810,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
14203190030000,1420319003,1,1,2002,1888,1999,pre_1999_to_post_1999,1564,3449,2.2052429667519182,NA,NA,2,0,Multi-Family,Single-Family,1.5 Story,3 Story +,TRUE
14203190030000,1420319003,1,1,2020,1999,2002,post_1999_revision,3449,3449,1,3125,3125,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
14203190030000,1420319003,1,1,2021,2002,2000,post_1999_revision,3449,3449,1,3125,3125,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
14203190040000,1420319004,1,1,2005,1888,2004,pre_1999_to_post_1999,1870,2912,1.5572192513368983,NA,NA,3,0,Multi-Family,Single-Family,1.5 Story,2 Story,TRUE
14203190040000,1420319004,1,1,2020,2004,2010,post_1999_revision,2912,2912,1,3125,3125,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
14203190040000,1420319004,1,1,2021,2010,2004,post_1999_revision,2912,2912,1,3125,3125,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
14203190050000,1420319005,1,1,2005,1888,2003,pre_1999_to_post_1999,1960,3080,1.5714285714285714,NA,NA,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
14203190050000,1420319005,1,1,2020,2003,2006,post_1999_revision,3080,3080,1,3125,3125,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
14203190050000,1420319005,1,1,2021,2006,2003,post_1999_revision,3080,3080,1,3125,3125,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
14203190070000,1420319007,1,1,2002,1890,1999,pre_1999_to_post_1999,1836,2892,1.5751633986928104,NA,NA,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
14203190070000,1420319007,1,1,2021,1999,2000,post_1999_revision,2892,2892,1,3125,3125,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
14203190120000,1420319012,1,1,2004,1888,2002,pre_1999_to_post_1999,1621,3672,2.2652683528685995,NA,NA,2,0,Multi-Family,Single-Family,1.5 Story,3 Story +,TRUE
14203190140000,1420319014,1,1,2015,1888,2014,pre_1999_to_post_1999,2608,3520,1.3496932515337423,3175,3175,0,0,Single-Family,Single-Family,1.5 Story,3 Story +,TRUE
14203190140000,1420319014,1,1,2021,2014,2015,post_1999_revision,3520,3520,1,3175,3175,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
14203190150000,1420319015,1,1,2021,1888,2021,pre_1999_to_post_1999,2640,3480,1.3181818181818181,3175,3175,3,2,Multi-Family,Multi-Family,2 Story,3 Story +,TRUE
14203190200000,1420319020,1,1,2021,1888,2021,pre_1999_to_post_1999,2100,2864,1.3638095238095238,3175,3175,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
14203190230000,1420319023,1,1,2004,1898,2003,pre_1999_to_post_1999,1619,3540,2.1865348980852377,NA,NA,2,0,Multi-Family,Single-Family,1.5 Story,2 Story,TRUE
14203190240000,1420319024,1,1,2001,1894,1999,pre_1999_to_post_1999,1075,2700,2.511627906976744,NA,NA,0,0,Single-Family,Single-Family,1.5 Story,2 Story,TRUE
14203190240000,1420319024,1,1,2005,1999,2001,post_1999_revision,2700,2700,1,NA,NA,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
14203190240000,1420319024,1,1,2006,2001,1999,post_1999_revision,2700,2700,1,NA,3175,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
14203190240000,1420319024,1,1,2022,1999,2001,post_1999_revision,2700,2700,1,3175,3175,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
14203190260000,1420319026,1,1,2003,1898,2002,pre_1999_to_post_1999,1239,2584,2.085552865213882,NA,NA,0,0,Single-Family,Single-Family,1.5 Story,2 Story,TRUE
14203190260000,1420319026,1,1,2021,2002,2003,post_1999_revision,2584,2584,1,3175,3175,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
14203190270000,1420319027,1,1,2001,1893,1999,pre_1999_to_post_1999,1285,2382,1.8536964980544748,NA,NA,2,0,Multi-Family,Single-Family,1.5 Story,2 Story,TRUE
14203190270000,1420319027,1,1,2022,1999,2001,post_1999_revision,2382,2382,1,3175,3175,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
14203190280000,1420319028,1,1,2013,1893,1894,other,1228,1704,1.3876221498371335,3175,3175,0,2,Single-Family,Multi-Family,1 Story,1.5 Story,TRUE
14203190280000,1420319028,1,1,2014,1894,2011,pre_1999_to_post_1999,1704,3268,1.9178403755868545,3175,3175,2,0,Multi-Family,Single-Family,1.5 Story,3 Story +,TRUE
14203190280000,1420319028,1,1,2021,2011,2012,post_1999_revision,3268,3268,1,3175,3175,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
14203190300000,1420319030,1,1,2017,1898,2014,pre_1999_to_post_1999,3197,3466,1.084141382546137,3175,3175,3,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE
14203190300000,1420319030,1,1,2021,2014,2015,post_1999_revision,3466,3466,1,3175,3175,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
14203190320000,1420319032,1,1,2017,1908,2014,pre_1999_to_post_1999,1860,3300,1.7741935483870968,3175,3175,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE
14203190320000,1420319032,1,1,2021,2014,2015,post_1999_revision,3300,3300,1,3175,3175,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
14203190330000,1420319033,1,1,2010,1898,2008,pre_1999_to_post_1999,2996,3300,1.101468624833111,3175,3175,3,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
14203190330000,1420319033,1,1,2021,2008,2009,post_1999_revision,3300,3300,1,3175,3175,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
14203190390000,1420319039,1,1,2007,1890,2006,pre_1999_to_post_1999,3542,3918,1.106154714850367,3175,3175,4,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
14203200200000,1420320020,1,1,2007,1891,2005,pre_1999_to_post_1999,2640,3080,1.1666666666666667,3125,3125,4,0,Multi-Family,Single-Family,3 Story +,2 Story,TRUE
14203200380000,1420320038,1,1,2008,1888,2006,pre_1999_to_post_1999,3384,3373,0.9967494089834515,3125,3125,4,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE
14203200390000,1420320039,1,1,2021,1998,1999,pre_1999_to_post_1999,2907,2907,1,3125,3125,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
14203200390000,1420320039,1,1,2022,1999,2000,post_1999_revision,2907,2907,1,3125,3125,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
14203200400000,1420320040,1,1,2017,1888,2014,pre_1999_to_post_1999,3600,3254,0.9038888888888889,3125,3125,3,0,Multi-Family,Single-Family,3 Story +,3 Story +,TRUE
14203200400000,1420320040,1,1,2020,2014,2017,post_1999_revision,3254,3254,1,3125,3125,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
14203200400000,1420320040,1,1,2021,2017,2014,post_1999_revision,3254,3254,1,3125,3125,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
14203200400000,1420320040,1,1,2022,2014,2016,post_1999_revision,3254,3254,1,3125,3125,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
14203210030000,1420321003,1,1,2000,1895,1893,other,1902,2004,1.053627760252366,NA,NA,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
14203210030000,1420321003,1,1,2004,1893,2003,pre_1999_to_post_1999,2004,3501,1.7470059880239521,NA,NA,0,0,Single-Family,Single-Family,2 Story,2 Story,TRUE
14203210060000,1420321006,1,1,2004,1888,2002,pre_1999_to_post_1999,1250,2988,2.3904,NA,NA,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE
14203210070000,1420321007,1,1,2017,1888,2014,pre_1999_to_post_1999,1428,3263,2.2850140056022408,3125,3125,2,0,Multi-Family,Single-Family,1 Story,3 Story +,TRUE
14203210070000,1420321007,1,1,2021,2014,2015,post_1999_revision,3263,3263,1,3125,3125,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
14203210070000,1420321007,1,1,2022,2015,2016,post_1999_revision,3263,3263,1,3125,3125,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
14203210080000,1420321008,1,1,2014,1893,2011,pre_1999_to_post_1999,2251,3430,1.5237672145713017,3125,3125,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE
14203210280000,1420321028,1,1,2005,1888,2004,pre_1999_to_post_1999,1012,2750,2.717391304347826,NA,NA,0,0,Single-Family,Single-Family,1 Story,2 Story,TRUE
14203210280000,1420321028,1,1,2021,2004,2005,post_1999_revision,2750,2750,1,3125,3125,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
14203210290000,1420321029,1,1,2011,1888,2008,pre_1999_to_post_1999,2064,3066,1.4854651162790697,3125,3125,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
14203210290000,1420321029,1,1,2020,2008,2011,post_1999_revision,3066,3066,1,3125,3125,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
14203210290000,1420321029,1,1,2021,2011,2009,post_1999_revision,3066,3066,1,3125,3125,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
14203210290000,1420321029,1,1,2022,2009,2010,post_1999_revision,3066,3066,1,3125,3125,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
14203210300000,1420321030,1,1,2021,2008,2009,post_1999_revision,2660,2660,1,3125,3125,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
14203210300000,1420321030,1,1,2022,2009,2010,post_1999_revision,2660,2660,1,3125,3125,0,0,Single-Family,Single-Family,2 Story,2 Story,FALSE
14203210340000,1420321034,1,1,2000,1900,1898,other,1640,1331,0.8115853658536586,NA,NA,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
14203210340000,1420321034,1,1,2014,1898,2011,pre_1999_to_post_1999,1331,3430,2.5770097670924117,3125,3125,0,0,Single-Family,Single-Family,2 Story,3 Story +,TRUE
14203210350000,1420321035,1,1,2015,1898,2014,pre_1999_to_post_1999,2770,3585,1.2942238267148014,3125,3125,3,0,Multi-Family,Single-Family,1.5 Story,3 Story +,TRUE
14203220120000,1420322012,1,1,2006,1878,2005,pre_1999_to_post_1999,2456,3300,1.3436482084690553,NA,3175,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
14203220120000,1420322012,1,1,2018,2005,2006,post_1999_revision,3300,7119,2.1572727272727272,3175,3175,0,0,Single-Family,Single-Family,2 Story,2 Story,TRUE
14203220130000,1420322013,1,1,2007,1878,2006,pre_1999_to_post_1999,2713,3548,1.3077773682270548,3175,3175,2,0,Multi-Family,Single-Family,1.5 Story,2 Story,TRUE
14203220160000,1420322016,1,1,2004,1888,2002,pre_1999_to_post_1999,3960,5731,1.4472222222222222,NA,NA,3,0,Multi-Family,Single-Family,3 Story +,3 Story +,TRUE
14203220160000,1420322016,1,1,2020,2002,2005,post_1999_revision,5731,5731,1,4762,4762,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
14203220160000,1420322016,1,1,2021,2005,2003,post_1999_revision,5731,5731,1,4762,4762,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
14203220170000,1420322017,1,1,2007,1878,2005,pre_1999_to_post_1999,2532,4223,1.6678515007898893,NA,4445,3,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
14203220180000,1420322018,1,1,2009,1888,2008,pre_1999_to_post_1999,2154,4620,2.1448467966573816,3492,3492,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE
14203220180000,1420322018,1,1,2021,2008,2009,post_1999_revision,3564,3564,1,3492,3492,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
14203220240000,1420322024,1,1,2010,1878,2008,pre_1999_to_post_1999,1008,3280,3.253968253968254,3175,3175,0,0,Single-Family,Single-Family,1.5 Story,3 Story +,TRUE
14203220270000,1420322027,1,1,2014,1878,2011,pre_1999_to_post_1999,1964,3224,1.6415478615071284,3175,3175,3,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE
14203220290000,1420322029,1,1,2015,1882,2014,pre_1999_to_post_1999,1830,3520,1.9234972677595628,3175,3175,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE
14203220380000,1420322038,1,1,2020,1996,1999,pre_1999_to_post_1999,3759,3759,1,3125,3125,3,3,Multi-Family,Multi-Family,3 Story +,3 Story +,FALSE
14203220380000,1420322038,1,1,2021,1999,1997,post_1999_to_pre_1999,3759,3759,1,3125,3125,3,3,Multi-Family,Multi-Family,3 Story +,3 Story +,FALSE
14203220390000,1420322039,1,1,2021,1882,2021,pre_1999_to_post_1999,2128,3401,1.5982142857142858,3125,3125,2,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
14203230030000,1420323003,1,1,2004,1895,2002,pre_1999_to_post_1999,1972,4193,2.126267748478702,NA,NA,3,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE
14203230040000,1420323004,1,1,2008,1895,2007,pre_1999_to_post_1999,2172,4175,1.9221915285451197,3125,3125,2,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE
14203230040000,1420323004,1,1,2020,2007,2010,post_1999_revision,4175,4175,1,3125,3125,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
14203230040000,1420323004,1,1,2021,2010,2008,post_1999_revision,4175,4175,1,3125,3125,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
14203230050000,1420323005,1,1,2004,1895,2002,pre_1999_to_post_1999,3123,2828,0.9055395453089977,NA,NA,3,0,Multi-Family,Single-Family,2 Story,2 Story,TRUE
14203230060000,1420323006,1,1,2005,1899,2003,pre_1999_to_post_1999,3428,3840,1.1201866977829638,NA,NA,3,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE
14203230060000,1420323006,1,1,2020,2003,2006,post_1999_revision,3840,3840,1,3125,3125,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
14203230060000,1420323006,1,1,2021,2006,2003,post_1999_revision,3840,3840,1,3125,3125,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
14203230060000,1420323006,1,1,2022,2003,2005,post_1999_revision,3840,3840,1,3125,3125,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
14203230070000,1420323007,1,1,2011,1895,2008,pre_1999_to_post_1999,3057,3976,1.3006215243702977,3125,3125,3,0,Multi-Family,Single-Family,2 Story,3 Story +,TRUE
14203230070000,1420323007,1,1,2021,2008,2009,post_1999_revision,3976,3976,1,3125,3125,0,0,Single-Family,Single-Family,3 Story +,3 Story +,FALSE
14203230110000,1420323011,1,1,2013,1895,1896,other,2428,2428,1,6320,6320,2,2,Multi-Family,Multi-Family,2 Story,2 Story,FALSE
