pin,construction_year,construction_proxy_date,multifamily,dist_to_boundary,ward_pair,longitude,latitude,anchor_date,anchor_zone_group,anchor_source,construction_replayed_zone_group,construction_linked_event_count,construction_applied_event_count,construction_applied_matter_ids,zone_code_2025,zone_group_2025,ordinance_number_2025,ordinance_date_2025,current_ordinance_date_recovered,current_event_date_for_validation,current_check_replayed_zone_group,current_check_linked_event_count,current_check_applied_event_count,current_check_applied_matter_ids,current_last_event_preconstruction,current_replay_matches_2025,current_event_source_groups,current_event_destination_groups,current_event_transition_source,current_event_origin_supports_construction_group,construction_zone_group,construction_zoning_status,construction_zone_group_supported
17282180334000,2022,2022-06-15,True,715.8064498135652,3_25,-87.627446056,41.8497216782,2015-11-18,Multi-Family Residential,official_november_2015_snapshot,Planned Development,1,1,SO2017-3198,PD 1419,Planned Development,19186,2018-09-20,,2018-09-20,Planned Development,1,1,SO2017-3198,True,True,Multi-Family Residential;Commercial;Industrial;Downtown,Planned Development,modern_matter_parser,False,Planned Development,supported_current_polygon_last_event_preconstruction,True
17282200300000,2021,2021-06-15,True,426.78020262243393,11_25,-87.6327487405,41.84941073040001,2015-11-18,Multi-Family Residential,official_november_2015_snapshot,Multi-Family Residential,0,0,,RT-4,Multi-Family Residential,,,,,Multi-Family Residential,0,0,,False,True,,,,False,Multi-Family Residential,supported_anchor_replay_matches_current_group,True
17282210030000,2009,2009-06-15,True,524.7373602224333,11_25,-87.6359566129,41.8488429404,2006-01-01,Multi-Family Residential,reviewed_history_seed,Multi-Family Residential,0,0,,RT-4,Multi-Family Residential,,,,,Multi-Family Residential,0,0,,False,True,,,,False,Multi-Family Residential,supported_reviewed_2006_history,True
17282220350000,2019,2019-06-15,True,95.7618419761255,11_25,-87.6338283391,41.848486856600005,2015-11-18,Multi-Family Residential,official_november_2015_snapshot,Multi-Family Residential,0,0,,RT-4,Multi-Family Residential,,,,,Multi-Family Residential,0,0,,False,True,,,,False,Multi-Family Residential,supported_anchor_replay_matches_current_group,True
17282300150000,2019,2019-06-15,True,577.2682376405689,11_25,-87.6361606552,41.846607338999995,2015-11-18,Multi-Family Residential,official_november_2015_snapshot,Multi-Family Residential,0,0,,RT-4,Multi-Family Residential,,,,,Multi-Family Residential,0,0,,False,True,,,,False,Multi-Family Residential,supported_anchor_replay_matches_current_group,True
17282330210000,2021,2021-06-15,True,503.61845192113896,11_25,-87.6324537354,41.84616981039999,2015-11-18,Multi-Family Residential,official_november_2015_snapshot,Multi-Family Residential,0,0,,RT-4,Multi-Family Residential,,,,,Multi-Family Residential,0,0,,False,True,,,,False,Multi-Family Residential,supported_anchor_replay_matches_current_group,True
17283030060000,2006,2006-06-15,False,1145.5569564512568,11_25,-87.6424482815,41.844731495400005,2006-01-01,Single-Family Residential,reviewed_history_seed,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_reviewed_2006_history,True
17283050240000,2020,2020-06-15,False,1244.2832980130072,11_25,-87.6390318651,41.84477969720001,2015-11-18,Single-Family Residential,official_november_2015_snapshot,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_anchor_replay_matches_current_group,True
17284010200000,2021,2021-06-15,False,1136.429377654693,11_25,-87.6346220033,41.8450260864,2015-11-18,Single-Family Residential,official_november_2015_snapshot,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_anchor_replay_matches_current_group,True
17284120280000,2011,2011-06-15,False,1457.580117417158,3_11,-87.6352325594,41.8427020307,2006-01-01,Multi-Family Residential,reviewed_history_seed,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,13523,2002-01-16,,2002-01-16,Multi-Family Residential,0,0,,True,True,,,,False,Multi-Family Residential,supported_current_polygon_last_event_preconstruction,True
17284120290000,2011,2011-06-15,False,1425.3365647048272,3_11,-87.635114244,41.8427035895,2006-01-01,Multi-Family Residential,reviewed_history_seed,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,13523,2002-01-16,,2002-01-16,Multi-Family Residential,0,0,,True,True,,,,False,Multi-Family Residential,supported_current_polygon_last_event_preconstruction,True
17284120300000,2013,2013-06-15,False,1393.852209447729,3_11,-87.6349987176,41.8427051116,2012-10-31,Multi-Family Residential,official_october_2012_snapshot,Multi-Family Residential,0,0,,RM-5,Multi-Family Residential,13523,2002-01-16,,2002-01-16,Multi-Family Residential,0,0,,True,True,,,,False,Multi-Family Residential,supported_current_polygon_last_event_preconstruction,True
17284130100000,2011,2011-06-15,False,1083.4109425368772,3_11,-87.6338801783,41.843289915700005,2006-01-01,Single-Family Residential,reviewed_history_seed,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_reviewed_2006_history,True
17284250060000,2020,2020-06-15,False,1323.9301145449394,3_11,-87.6346895949,41.8408911436,2015-11-18,Single-Family Residential,official_november_2015_snapshot,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_anchor_replay_matches_current_group,True
17284270260000,2022,2022-06-15,True,615.6743925623865,3_11,-87.632083342,41.84064276840001,2015-11-18,Neighborhood Mixed-Use,official_november_2015_snapshot,Neighborhood Mixed-Use,0,0,,B1-3,Neighborhood Mixed-Use,,,,,Neighborhood Mixed-Use,0,0,,False,True,,,,False,Neighborhood Mixed-Use,supported_anchor_replay_matches_current_group,True
17284360140000,2007,2007-06-15,True,732.5001384922136,3_11,-87.6324537448,41.8384560124,2006-01-01,Commercial,reviewed_history_seed,Commercial,0,0,,B1-1,Neighborhood Mixed-Use,A8522,2020-04-24,,2020-04-24,Neighborhood Mixed-Use,2,1,SO2018-6124,False,True,Neighborhood Mixed-Use;Commercial,Neighborhood Mixed-Use,modern_matter_parser,True,Commercial,supported_reviewed_2006_history,True
17293030050000,2019,2019-06-15,False,215.3723051629231,11_25,-87.663648924,41.8424573099,2015-11-18,Planned Development,official_november_2015_snapshot,Planned Development,1,0,,PD 1215,Planned Development,19073,2017-05-24,,2017-05-24,Planned Development,1,0,,True,True,Planned Development,Planned Development,modern_matter_parser,True,Planned Development,supported_current_polygon_last_event_preconstruction,True
17293030060000,2019,2019-06-15,False,212.18121573574683,11_25,-87.66369353,41.84240353900001,2015-11-18,Planned Development,official_november_2015_snapshot,Planned Development,1,0,,PD 1215,Planned Development,19073,2017-05-24,,2017-05-24,Planned Development,1,0,,True,True,Planned Development,Planned Development,modern_matter_parser,True,Planned Development,supported_current_polygon_last_event_preconstruction,True
17293030070000,2019,2019-06-15,False,209.9438481653282,11_25,-87.6637327693,41.8423523714,2015-11-18,Planned Development,official_november_2015_snapshot,Planned Development,1,0,,PD 1215,Planned Development,19073,2017-05-24,,2017-05-24,Planned Development,1,0,,True,True,Planned Development,Planned Development,modern_matter_parser,True,Planned Development,supported_current_polygon_last_event_preconstruction,True
17293030080000,2019,2019-06-15,False,207.70635401578977,11_25,-87.6637720088,41.842301204200005,2015-11-18,Planned Development,official_november_2015_snapshot,Planned Development,1,0,,PD 1215,Planned Development,19073,2017-05-24,,2017-05-24,Planned Development,1,0,,True,True,Planned Development,Planned Development,modern_matter_parser,True,Planned Development,supported_current_polygon_last_event_preconstruction,True
17293030090000,2019,2019-06-15,False,205.46873221344003,11_25,-87.6638112488,41.84225003689999,2015-11-18,Planned Development,official_november_2015_snapshot,Planned Development,1,0,,PD 1215,Planned Development,19073,2017-05-24,,2017-05-24,Planned Development,1,0,,True,True,Planned Development,Planned Development,modern_matter_parser,True,Planned Development,supported_current_polygon_last_event_preconstruction,True
17293030100000,2019,2019-06-15,False,203.20517711840083,11_25,-87.6638509448,41.8421982744,2015-11-18,Planned Development,official_november_2015_snapshot,Planned Development,1,0,,PD 1215,Planned Development,19073,2017-05-24,,2017-05-24,Planned Development,1,0,,True,True,Planned Development,Planned Development,modern_matter_parser,True,Planned Development,supported_current_polygon_last_event_preconstruction,True
17293030110000,2019,2019-06-15,False,199.87483693257713,11_25,-87.6639093464,41.8421221211,2015-11-18,Planned Development,official_november_2015_snapshot,Planned Development,1,0,,PD 1215,Planned Development,19073,2017-05-24,,2017-05-24,Planned Development,1,0,,True,True,Planned Development,Planned Development,modern_matter_parser,True,Planned Development,supported_current_polygon_last_event_preconstruction,True
17293030120000,2019,2019-06-15,False,197.6105112429233,11_25,-87.6639490429,41.8420703625,2015-11-18,Planned Development,official_november_2015_snapshot,Planned Development,1,0,,PD 1215,Planned Development,19073,2017-05-24,,2017-05-24,Planned Development,1,0,,True,True,Planned Development,Planned Development,modern_matter_parser,True,Planned Development,supported_current_polygon_last_event_preconstruction,True
17293030130000,2019,2019-06-15,False,195.37221262613048,11_25,-87.6639882831,41.84201919859999,2015-11-18,Planned Development,official_november_2015_snapshot,Planned Development,1,0,,PD 1215,Planned Development,19073,2017-05-24,,2017-05-24,Planned Development,1,0,,True,True,Planned Development,Planned Development,modern_matter_parser,True,Planned Development,supported_current_polygon_last_event_preconstruction,True
17293030140000,2019,2019-06-15,False,193.13394714203704,11_25,-87.6640275228,41.8419680352,2015-11-18,Planned Development,official_november_2015_snapshot,Planned Development,1,0,,PD 1215,Planned Development,19073,2017-05-24,,2017-05-24,Planned Development,1,0,,True,True,Planned Development,Planned Development,modern_matter_parser,True,Planned Development,supported_current_polygon_last_event_preconstruction,True
17293030150000,2019,2019-06-15,False,190.89591201416707,11_25,-87.66406676180002,41.8419168713,2015-11-18,Planned Development,official_november_2015_snapshot,Planned Development,1,0,,PD 1215,Planned Development,19073,2017-05-24,,2017-05-24,Planned Development,1,0,,True,True,Planned Development,Planned Development,modern_matter_parser,True,Planned Development,supported_current_polygon_last_event_preconstruction,True
17293030160000,2019,2019-06-15,False,188.65736175563111,11_25,-87.6641060025,41.8418657079,2015-11-18,Planned Development,official_november_2015_snapshot,Planned Development,1,0,,PD 1215,Planned Development,19073,2017-05-24,,2017-05-24,Planned Development,1,0,,True,True,Planned Development,Planned Development,modern_matter_parser,True,Planned Development,supported_current_polygon_last_event_preconstruction,True
17293030170000,2019,2019-06-15,False,186.39318428464733,11_25,-87.6641456982,41.8418139489,2015-11-18,Planned Development,official_november_2015_snapshot,Planned Development,1,0,,PD 1215,Planned Development,19073,2017-05-24,,2017-05-24,Planned Development,1,0,,True,True,Planned Development,Planned Development,modern_matter_parser,True,Planned Development,supported_current_polygon_last_event_preconstruction,True
17293030180000,2022,2022-06-15,False,259.4698698506946,11_25,-87.66382656160002,41.84185775409999,2015-11-18,Planned Development,official_november_2015_snapshot,Planned Development,1,0,,PD 1215,Planned Development,19073,2017-05-24,,2017-05-24,Planned Development,1,0,,True,True,Planned Development,Planned Development,modern_matter_parser,True,Planned Development,supported_current_polygon_last_event_preconstruction,True
17293030190000,2022,2022-06-15,False,269.2397622262203,11_25,-87.6637503061,41.8419204052,2015-11-18,Planned Development,official_november_2015_snapshot,Planned Development,1,0,,PD 1215,Planned Development,19073,2017-05-24,,2017-05-24,Planned Development,1,0,,True,True,Planned Development,Planned Development,modern_matter_parser,True,Planned Development,supported_current_polygon_last_event_preconstruction,True
17293030200000,2022,2022-06-15,False,281.1613987542374,11_25,-87.6636834741,41.8419525228,2015-11-18,Planned Development,official_november_2015_snapshot,Planned Development,1,0,,PD 1215,Planned Development,19073,2017-05-24,,2017-05-24,Planned Development,1,0,,True,True,Planned Development,Planned Development,modern_matter_parser,True,Planned Development,supported_current_polygon_last_event_preconstruction,True
17293030210000,2022,2022-06-15,False,293.072678929504,11_25,-87.6636164829,41.8419849797,2015-11-18,Planned Development,official_november_2015_snapshot,Planned Development,1,0,,PD 1215,Planned Development,19073,2017-05-24,,2017-05-24,Planned Development,1,0,,True,True,Planned Development,Planned Development,modern_matter_parser,True,Planned Development,supported_current_polygon_last_event_preconstruction,True
17293050060000,2014,2014-06-15,False,541.6660604112466,11_25,-87.6622405317,41.84320397359999,2012-10-31,Single-Family Residential,official_october_2012_snapshot,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_validated_snapshot_replay,True
17293050190000,2017,2017-06-15,False,352.1842098030249,11_25,-87.66298779540001,41.8427754527,2015-11-18,Single-Family Residential,official_november_2015_snapshot,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_anchor_replay_matches_current_group,True
17293060040000,2011,2011-06-15,False,552.5890792704298,11_25,-87.6607532857,41.8439663547,2006-01-01,Single-Family Residential,reviewed_history_seed,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_reviewed_2006_history,True
17293070440000,2014,2014-06-15,False,791.373047022441,11_25,-87.6576454827,41.8450408217,2012-10-31,Single-Family Residential,official_october_2012_snapshot,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_validated_snapshot_replay,True
17293070560000,2008,2008-06-15,False,853.237462770223,11_25,-87.6566408106,41.8455273939,2006-01-01,Single-Family Residential,reviewed_history_seed,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_reviewed_2006_history,True
17293070590000,2014,2014-06-15,False,650.3096649798531,11_25,-87.6568057695,41.8461451296,2012-10-31,Single-Family Residential,official_october_2012_snapshot,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_validated_snapshot_replay,True
17293070600000,2011,2011-06-15,False,675.2192359490266,11_25,-87.6567560757,41.8460872333,2006-01-01,Single-Family Residential,reviewed_history_seed,Single-Family Residential,0,0,,RS-3,Single-Family Residential,,,,,Single-Family Residential,0,0,,False,True,,,,False,Single-Family Residential,supported_reviewed_2006_history,True
17293070640000,2015,2015-06-15,True,774.8990901438578,11_25,-87.6565570487,41.84585565460001,2014-07-30,Multi-Family Residential,official_july_2014_snapshot,Multi-Family Residential,0,0,,RT-4,Multi-Family Residential,,,,,Multi-Family Residential,0,0,,False,True,,,,False,Multi-Family Residential,supported_validated_snapshot_replay,True
